name,geoid,state_name,county_name,city_name,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more
98208,86000US98208,Washington,Snohomish,Eastmont; Everett; Martha Lake; Mill Creek; Silver Firs,"91,574","4,593","104,294","4,462","37,984","1,735",0,0,"38,750","31,843","97,740","5,318","110,480","4,951","46,707","7,589","20,690","2,182","3,000","3,053","3,256","5,230","2,328","1,641"
98220,86000US98220,Washington,Whatcom,Acme,"87,500","17,625","91,052","21,689","29,535","11,834",0,0,-1,-1,-1,-1,"89,006","40,708",-1,-1,240,13,25,27,99,76,0,0
98221,86000US98221,Washington,San Juan; Skagit,Anacortes,"73,802","2,266","99,114","3,304","43,937","1,325",0,0,"59,643","14,206","84,904","4,686","87,730","5,009","57,237","2,580","9,591","1,374","1,835","1,656","1,347","1,721",823,835
98222,86000US98222,Washington,San Juan,,"96,667","10,768","141,579","47,131","79,521","29,095",0,0,-1,-1,-1,-1,-1,-1,-1,-1,48,2,10,5,9,11,4,7
98223,86000US98223,Washington,Snohomish,Arlington; Arlington Heights; Bryant; Canyon Creek; Lake Cassidy; Lake Goodwin; Marysville; North Marysville; Oso; Sisco Heights; Swede Heaven,"88,295","4,161","100,978","4,533","38,043","1,782",0,0,"41,997","8,799","96,204","2,777","102,461","6,120","52,354","5,198","16,390","1,632","2,394","2,946","2,689","3,860","1,672","1,197"
98224,86000US98224,Washington,King,Baring,"43,750","15,889","48,908","10,036","28,669","7,420",0,0,-1,-1,-1,-1,"60,500","26,032","36,250","13,980",121,25,49,23,21,0,3,0
98225,86000US98225,Washington,Whatcom,Bellingham; Marietta-Alderwood,"50,184","3,346","67,486","3,020","29,077","1,366",0,0,"25,422","5,741","57,845","4,926","61,658","5,296","50,429","6,909","21,229","5,745","4,827","3,892","2,627","2,214","1,005",919
98226,86000US98226,Washington,Whatcom,Bellingham; Ferndale; Marietta-Alderwood,"64,235","4,702","83,820","4,577","34,095","1,700",0,0,"38,010","11,851","68,505","5,537","88,627","9,985","49,881","4,107","17,584","2,948","3,499","3,558","2,451","3,008","1,276",844
98229,86000US98229,Washington,Skagit; Whatcom,Alger; Bellingham; Geneva; Sudden Valley,"71,918","4,047","93,477","5,345","37,797","2,199",0,0,"30,919","15,380","76,500","7,078","81,902","5,156","66,496","9,668","13,132","1,828","2,665","2,315","2,059","1,897","1,447",921
98230,86000US98230,Washington,Whatcom,Birch Bay; Blaine,"69,529","4,081","88,222","7,603","37,780","3,339",0,0,"66,350","31,751","76,903","10,338","74,630","7,020","54,885","8,828","7,423","1,202","1,263","1,655","1,189","1,165",414,535
98232,86000US98232,Washington,Skagit,Alger; Edison,"79,394","7,423","100,388","15,265","38,807","7,180",0,0,-1,-1,"63,194","41,036","105,313","19,126","71,250","13,169","1,689",67,487,158,339,340,204,94
98233,86000US98233,Washington,Skagit,Alger; Burlington,"61,330","4,885","80,263","7,844","31,481","3,053",0,0,"25,486","13,324","67,895","11,534","78,464","9,902","44,032","3,057","6,331","1,168","1,446","1,184",970,824,419,320
98235,86000US98235,Washington,Skagit,Clear Lake,-1,-1,"42,445","37,655","22,581","23,984",0,0,-1,-1,-1,-1,-1,-1,-1,-1,38,12,13,0,10,3,0,0
98236,86000US98236,Washington,Island,Clinton,"78,650","5,916","96,673","8,480","41,636","3,310",0,0,-1,-1,"74,931","38,289","98,289","23,477","70,722","5,534","2,550",310,412,461,453,515,220,179
98237,86000US98237,Washington,Skagit; Whatcom,Concrete,"51,823","5,606","64,351","5,194","27,151","2,469",0,0,"39,615","10,646","54,167","41,386","59,567","7,940","40,809","15,873","1,826",463,415,378,159,247,129,35
98238,86000US98238,Washington,Skagit,Conway,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98239,86000US98239,Washington,Island,Coupeville,"66,592","6,900","85,015","6,809","41,103","3,428",0,0,"48,542","7,412","84,615","22,575","98,068","30,278","59,489","10,356","3,433",626,683,563,391,716,279,175
98240,86000US98240,Washington,Whatcom,Custer,"72,647","11,747","89,118","20,555","33,366","6,510",0,0,-1,-1,"86,932","25,587","80,417","11,026","58,698","15,262","1,160",163,165,284,212,241,28,67
98241,86000US98241,Washington,Chelan; Skagit; Snohomish,Darrington; Swede Heaven,"44,694","5,602","56,772","7,016","25,200","3,066",0,0,-1,-1,"75,000","24,365","45,804","8,536","28,580","6,379",833,212,256,135,84,119,18,9
98243,86000US98243,Washington,San Juan,,"72,279","30,437","79,295","15,866","37,826","8,515",0,0,-1,-1,"53,594","34,081","64,167","34,154","102,622","32,465",277,42,64,36,30,82,12,11
98244,86000US98244,Washington,Whatcom,Deming; Glacier; Kendall; Maple Falls; Peaceful Valley,"64,763","12,235","81,551","16,929","34,296","6,550",0,0,"49,500","31,899","57,147","12,788","71,111","18,959","63,750","63,429","1,121",152,248,277,174,118,116,36
98245,86000US98245,Washington,San Juan,,"54,219","5,640","86,373","7,353","42,187","3,479",0,0,"46,458","20,685","56,172","8,548","58,977","12,204","51,094","9,071","1,913",425,479,308,202,294,54,151
98247,86000US98247,Washington,Whatcom,Deming; Everson; Lynden; Nooksack,"60,273","7,095","74,875","6,417","24,945","2,251",0,0,"39,205","37,562","64,940","11,446","80,208","10,946","45,417","9,403","3,209",397,838,665,543,621,46,99
98248,86000US98248,Washington,Whatcom,Birch Bay; Custer; Ferndale; Marietta-Alderwood,"76,684","7,453","84,879","4,895","31,040","1,850",0,0,"37,067","23,923","82,596","13,370","88,490","6,597","55,093","11,197","9,150","1,233","1,717","1,530","1,724","1,868",761,317
98249,86000US98249,Washington,Island,Freeland,"73,615","5,539","101,219","14,718","48,356","6,895",0,0,"28,789",738,"73,601","10,213","103,285","26,713","65,240","15,230","2,122",227,410,465,316,365,120,219
98250,86000US98250,Washington,San Juan,Friday Harbor,"70,613","4,380","102,681","6,853","47,867","3,268",0,0,"83,194","10,265","66,827","6,510","77,639","7,946","66,875","4,570","3,823",582,743,682,561,609,261,385
98251,86000US98251,Washington,Snohomish,Gold Bar; May Creek; Startup,"73,274","11,505","83,922","11,482","38,115","5,600",0,0,-1,-1,"88,785","9,460","74,167","20,499","52,917","20,918","1,838",231,359,358,280,423,104,83
98252,86000US98252,Washington,Snohomish,Canyon Creek; Granite Falls; Lake Bosworth; Lochsloy; Snohomish; Verlot,"82,121","5,575","91,400","8,853","35,825","3,413",0,0,"84,167","9,950","85,583","7,946","86,799","11,606","45,833","12,772","3,745",640,515,512,675,732,329,342
98253,86000US98253,Washington,Island,,"78,661","21,808","77,920","10,652","38,879","4,710",0,0,-1,-1,-1,-1,"85,074","25,227","49,076","13,896",897,193,147,102,182,185,52,36
98255,86000US98255,Washington,Skagit,Hamilton,"32,361","12,890","41,885","9,440","19,408","5,767",0,0,-1,-1,"33,750","28,813","31,667","6,874","65,500","63,296",73,18,31,14,8,2,0,0
98256,86000US98256,Washington,Snohomish,Index,"62,813","46,113","65,292","13,433","30,178","6,738",0,0,-1,-1,"20,278","6,502","85,417","30,752","65,625","59,877",159,54,20,18,28,33,5,1
98257,86000US98257,Washington,Skagit,La Conner,"64,295","4,146","85,596","5,748","39,969","2,713",0,0,"42,083","37,773","78,125","5,156","71,458","15,228","55,347","6,599","1,934",353,397,365,266,291,136,126
98258,86000US98258,Washington,Snohomish,Cavalero; Lake Cassidy; Lake Stevens; Lochsloy; Machias; Sisco Heights,"96,325","3,279","108,470","4,317","38,161","1,625",0,0,"56,507","31,989","100,659","5,306","105,118","8,105","61,531","15,505","11,498",997,"1,302","1,600","2,167","3,066","1,450",916
98260,86000US98260,Washington,Island,Langley,"72,697","8,975","91,146","8,070","43,453","3,860",0,0,-1,-1,"103,250","28,280","90,000","12,887","56,125","5,819","2,709",376,561,435,411,507,221,198
98261,86000US98261,Washington,San Juan,,"60,284","6,485","82,958","5,322","41,202","2,501",0,0,-1,-1,"55,871","6,669","66,071","8,812","59,643","8,794","1,409",256,308,303,190,182,92,78
98262,86000US98262,Washington,Whatcom,,"63,819","19,635","90,805","16,443","47,905","7,824",0,0,-1,-1,-1,-1,"89,063","40,936","52,969","21,544",473,118,75,65,25,101,43,46
98263,86000US98263,Washington,Skagit,Lyman,"94,167","14,878","86,909","14,247","33,867","12,279",0,1,-1,-1,"92,813","18,835","99,500","12,919","74,375","30,970",34,1,1,8,14,10,0,0
98264,86000US98264,Washington,Whatcom,Lynden,"68,174","6,394","84,526","5,078","30,863","1,818",0,0,"55,343","6,326","76,774","11,863","85,074","8,310","45,099","4,046","7,507",985,"1,710","1,327","1,055","1,367",712,351
98266,86000US98266,Washington,Whatcom,Kendall; Maple Falls; Peaceful Valley,"30,083","19,685","43,221","9,293","16,025","3,123",0,0,-1,-1,-1,-1,"30,375","10,680","47,530","24,829","1,520",551,455,301,108,60,45,0
98267,86000US98267,Washington,Skagit,Marblemount,-1,-1,"39,576","26,498","17,391","8,596",0,0,-1,-1,-1,-1,"9,273","1,717",-1,-1,141,99,0,9,15,9,9,0
98270,86000US98270,Washington,Snohomish,Lake Cassidy; Marysville,"83,014","2,906","91,801","3,088","32,462","1,117",0,0,"37,857","23,116","89,092","5,206","100,149","6,236","48,087","3,955","17,791","2,030","3,069","2,864","2,935","4,365","1,501","1,027"
98271,86000US98271,Washington,Snohomish,Lake Goodwin; Marysville; North Marysville; Sisco Heights,"79,494","2,809","93,276","3,940","35,906","1,644",0,0,"57,788","17,450","91,695","5,416","93,119","5,983","59,494","4,747","10,990","1,190","1,756","2,040","1,873","2,348","1,143",640
98272,86000US98272,Washington,Snohomish,Chain Lake; Everett; High Bridge; Monroe; Monroe North; Sultan; Woods Creek,"91,458","4,762","109,846","5,104","35,197","1,590",0,0,"81,250","14,312","103,852","8,857","99,404","4,412","60,440","5,921","9,160",861,"1,036","1,647","1,549","2,037","1,015","1,015"
98273,86000US98273,Washington,Skagit,Bay View; Burlington; Clear Lake; Conway; Mount Vernon,"62,094","3,637","73,991","3,277","27,280","1,396",0,0,"50,188","20,523","69,327","7,036","73,828","7,476","45,344","4,097","11,182","2,087","2,474","2,062","2,087","1,658",404,410
98274,86000US98274,Washington,Skagit,Big Lake; Lake Cavanaugh; Lake McMurray; Mount Vernon,"79,872","6,378","95,742","6,547","36,786","2,734",0,0,"37,563","28,085","87,243","13,777","100,833","13,513","57,778","4,966","6,796",770,"1,289","1,180","1,033","1,542",541,441
98275,86000US98275,Washington,Snohomish,Everett; Mukilteo; Picnic Point,"108,536","8,757","135,920","7,623","52,707","3,080",0,0,"56,731","33,529","102,054","21,516","140,720","12,536","72,880","12,104","8,176",509,836,"1,354","1,046","1,644","1,129","1,658"
98276,86000US98276,Washington,Whatcom,Nooksack,"63,462","20,066","75,958","21,766","21,623","5,682",0,0,-1,-1,"64,423","23,820","95,000","87,937","31,250","15,595",194,42,32,38,23,37,14,8
98277,86000US98277,Washington,Island,Oak Harbor; Whidbey Island Station,"60,658","3,094","74,365","2,917","30,577","1,260",0,0,"41,315","6,500","62,083","7,302","78,750","9,028","52,930","4,343","15,825","2,290","3,820","3,872","2,251","2,208",865,519
98278,86000US98278,Washington,Island,Whidbey Island Station,-1,-1,-1,-1,"25,173","2,308",0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98279,86000US98279,Washington,San Juan,,"58,125","12,688","85,958","11,531","47,349","5,423",0,0,-1,-1,-1,-1,"49,792","2,927","60,833","13,273",339,50,99,69,16,51,22,32
98280,86000US98280,Washington,San Juan,,"53,667","22,177","108,083","56,414","63,271","33,021",0,0,-1,-1,-1,-1,"66,875","17,096","48,056","24,947",258,29,89,53,12,38,18,19
98281,86000US98281,Washington,Whatcom,Point Roberts,"43,510","8,600","79,904","19,087","46,137","9,625",0,0,-1,-1,-1,-1,"42,143","17,649","38,750","14,428",643,174,198,44,67,104,0,56
98282,86000US98282,Washington,Island; Snohomish,Camano,"80,965","5,460","105,721","7,641","44,811","3,545",0,0,"61,023","38,863","87,861","7,030","96,996","7,008","64,507","4,638","7,232",779,"1,146","1,412","1,204","1,434",540,717
98283,86000US98283,Washington,Skagit; Whatcom,Marblemount; Rockport,"75,149","49,142","59,626","20,110","28,923","9,180",0,0,-1,-1,-1,-1,"75,744","47,538",-1,-1,161,40,11,27,75,8,0,0
98284,86000US98284,Washington,Skagit; Whatcom,Alger; Clear Lake; Hamilton; Lyman; Sedro-Woolley,"66,548","5,138","79,793","5,357","29,148","1,756",0,0,"72,835","35,427","70,567","4,500","75,286","10,215","47,138","4,344","9,628","1,293","2,123","2,154","1,621","1,556",585,296
98286,86000US98286,Washington,San Juan,,"68,750","19,314","153,271","87,649","78,580","49,524",0,0,-1,-1,-1,-1,"69,375","26,358","73,750","54,195",82,19,7,18,9,8,6,15
98288,86000US98288,Washington,King,Skykomish,"46,500","16,089","80,434","27,018","40,810","12,086",0,0,-1,-1,-1,-1,"117,656","83,071","38,000","15,033",110,29,29,11,4,33,0,4
98290,86000US98290,Washington,Snohomish,Bunk Foss; Chain Lake; Everett; Fobes Hill; Lake Bosworth; Lake Roesiger; Machias; Monroe; Monroe North; Snohomish; Three Lakes; Woods Creek,"99,171","6,094","118,448","5,138","43,621","1,898",0,0,"41,319","19,035","105,226","9,019","127,303","6,149","56,208","6,411","13,073","1,533","1,703","1,750","1,585","2,790","1,766","1,946"
98292,86000US98292,Washington,Skagit; Snohomish,Kayak Point; Lake Goodwin; Lake Ketchum; Marysville; Northwest Stanwood; Silvana; Stanwood; Sunday Lake; Warm Beach,"84,844","4,893","102,925","5,937","39,535","2,294",0,0,"90,690","38,016","98,333","12,094","101,575","8,172","47,513","6,245","8,380","1,023","1,211","1,422","1,386","1,692",864,782
98294,86000US98294,Washington,Snohomish,Everett; Gold Bar; North Sultan; Startup; Sultan,"75,663","7,793","87,311","9,669","34,056","4,291",0,0,"105,167","54,464","94,181","15,442","71,979","14,579","41,500","12,554","2,699",336,443,553,434,686,105,142
98295,86000US98295,Washington,Whatcom,Peaceful Valley; Sumas,"55,750","10,147","60,923","7,496","23,651","3,047",0,0,"43,750","31,075","70,354","6,692","55,648","19,636","29,560","14,251",954,224,221,226,155,100,15,13
98296,86000US98296,Washington,Snohomish,Cathcart; Clearview; Eastmont; High Bridge; Maltby; Mill Creek East; Silver Firs,"137,500","6,117","148,414","6,032","49,794","2,234",0,0,-1,-1,"133,388","11,149","158,222","13,873","76,098","8,776","10,096",495,647,824,"1,179","2,581","2,167","2,203"
98297,86000US98297,Washington,San Juan,,-1,-1,"37,884","21,928","18,673","10,797",0,1,-1,-1,-1,-1,-1,-1,-1,-1,25,10,8,3,0,4,0,0
98303,86000US98303,Washington,Pierce,Anderson Island,"80,078","32,101","96,937","26,731","52,025","13,657",0,0,-1,-1,"70,588","56,454","84,018","50,637","80,430","44,718",628,122,140,51,62,158,16,79
98304,86000US98304,Washington,Lewis; Pierce; Yakima,Ashford,"47,384","23,274","52,648","13,036","23,807","4,665",0,0,-1,-1,"56,250","43,332","63,144","24,045",-1,-1,459,138,105,123,56,8,29,0
98305,86000US98305,Washington,Clallam,,"36,875","33,514","54,834","18,539","24,283","9,184",0,0,-1,-1,-1,-1,-1,-1,"81,333","58,681",155,67,27,11,20,30,0,0
98310,86000US98310,Washington,Kitsap,Bremerton; Enetai; Tracyton,"56,292","2,698","72,527","3,546","32,289","1,603",0,0,"46,635","10,253","63,110","3,322","63,859","7,108","44,814","4,909","8,981","1,845","2,028","2,022","1,103","1,155",513,315
98311,86000US98311,Washington,Kitsap,Silverdale; Tracyton,"73,708","4,284","84,503","3,679","32,330","1,353",0,0,"51,741","14,284","75,631","6,327","91,270","8,568","55,681","9,274","10,498","1,043","2,211","2,102","1,976","1,960",794,412
98312,86000US98312,Washington,Kitsap,Bremerton; Chico; Erlands Point-Kitsap Lake; Gorst; Navy Yard City; Port Orchard; Rocky Point; Silverdale,"64,400","4,067","77,685","3,380","32,590","1,381",0,0,"53,068","5,865","73,972","6,219","69,674","6,585","53,059","4,142","12,810","2,291","2,446","2,593","1,978","2,171",781,550
98314,86000US98314,Washington,Kitsap,Bremerton; Navy Yard City; Port Orchard,-1,-1,"114,663","66,424","24,027",929,0,0,-1,-1,-1,-1,-1,-1,-1,-1,16,4,4,0,0,0,4,4
98315,86000US98315,Washington,Kitsap,Bangor Base,"57,134","7,837","59,975","4,992","21,455","1,133",0,0,"34,074","11,880","59,423","9,090",-1,-1,-1,-1,"1,152",162,217,400,282,83,8,0
98320,86000US98320,Washington,Jefferson,Brinnon,"50,694","6,140","62,509","7,602","30,972","3,893",0,0,-1,-1,"37,321","13,156","54,432","21,318","51,121","7,796",629,132,170,133,93,59,25,17
98321,86000US98321,Washington,King; Pierce,Bonney Lake; Buckley; Enumclaw; Prairie Heights; Prairie Ridge; South Prairie; Wilkeson,"96,183","10,545","105,320","5,790","38,273","2,078",0,0,"71,023","20,638","111,736","7,346","102,432","8,036","59,145","5,042","5,591",479,843,877,650,"1,510",768,464
98323,86000US98323,Washington,King; Pierce,Carbonado; Wilkeson,"80,179","14,387","84,175","8,522","30,023","3,708",0,0,-1,-1,"102,750","24,981","82,321","24,902","45,750","23,118",264,23,48,58,44,66,23,2
98325,86000US98325,Washington,Jefferson,Port Hadlock-Irondale,"48,542","13,634","52,844","10,009","24,755","4,409",0,0,-1,-1,"55,972","13,274","48,882","26,945","42,273","22,315",668,141,214,207,0,97,9,0
98326,86000US98326,Washington,Clallam,Clallam Bay,"39,688","21,424","51,096","11,735","24,266","5,673",0,0,-1,-1,"38,203","18,918","54,643","38,087",-1,-1,348,116,83,85,25,32,0,7
98327,86000US98327,Washington,Pierce; Thurston,DuPont; North Fort Lewis,"90,298","4,620","102,213","10,433","41,992","4,249",0,0,"86,703","26,613","85,819","13,723","105,735","14,013","77,679","10,207","3,831",178,650,492,"1,050",814,416,231
98328,86000US98328,Washington,Pierce; Thurston,Alder; Clear Lake; Eatonville; La Grande,"77,196","6,760","98,634","10,731","36,212","4,106",0,0,"63,533","21,266","77,234","9,513","102,991","9,051","52,281","9,239","3,827",364,637,844,548,811,333,290
98329,86000US98329,Washington,Kitsap; Mason; Pierce,Burley; Key Center; Stansberry Lake; Vaughn; Wauna,"84,565","6,645","102,274","7,883","35,235","2,537",0,0,"39,118","7,815","88,646","29,045","107,885","15,238","57,621","7,526","3,861",324,636,552,694,890,433,332
98330,86000US98330,Washington,Lewis; Pierce,Elbe,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,67,14,53,0,0,0,0,0
98331,86000US98331,Washington,Clallam; Jefferson,Forks; Queets,"41,619","6,310","57,829","6,379","22,441","2,281",0,0,-1,-1,"41,949","10,471","49,643","16,394","29,333","7,069","2,411",605,728,393,358,199,54,74
98332,86000US98332,Washington,Pierce,Canterwood; Gig Harbor; Maplewood; Purdy; Rosedale,"102,635","5,084","140,395","11,986","53,449","4,633",0,0,-1,-1,"111,250","21,539","127,782","10,523","71,250","7,438","6,970",437,959,"1,108",861,"1,432",779,"1,394"
98333,86000US98333,Washington,Pierce,Fox Island,"105,750","34,643","139,425","17,845","53,468","6,563",0,0,-1,-1,"136,250","46,519","140,962","45,746","85,580","31,196","1,480",94,144,239,206,295,177,325
98335,86000US98335,Washington,Pierce,Artondale; Gig Harbor; Raft Island; Rosedale; Wollochet,"98,584","4,670","126,447","6,168","50,787","2,482",0,0,"44,286","28,490","93,733","11,292","126,250","8,752","75,179","17,732","10,100","1,047","1,568","1,157","1,376","2,330","1,040","1,582"
98336,86000US98336,Washington,Lewis,,"55,625","13,399","53,740","9,327","25,301","4,107",0,0,-1,-1,"76,964","45,160","55,104","5,190",-1,-1,344,95,50,93,93,13,0,0
98337,86000US98337,Washington,Kitsap,Bremerton; Port Orchard,"51,250","7,007","62,383","6,152","31,673","3,231",0,0,"69,286","42,372","65,721","13,171","41,099","8,027","41,111","9,700","3,511",797,917,666,515,443,106,67
98338,86000US98338,Washington,Pierce,Clear Lake; Elk Plain; Graham; Kapowsin; South Creek; South Hill,"81,504","4,964","95,829","5,314","33,951","1,842",0,0,"62,250","29,531","88,038","6,489","100,721","4,274","49,711","4,552","9,889","1,081","1,701","1,739","1,562","2,310",907,589
98339,86000US98339,Washington,Jefferson,Port Hadlock-Irondale,"60,034","6,793","64,490","8,363","30,627","3,792",0,0,-1,-1,"58,750","18,318","85,625","15,398","36,519","7,092","1,452",368,282,332,192,177,74,27
98340,86000US98340,Washington,Kitsap,Hansville,"70,238","21,093","84,033","14,837","42,173","7,184",0,0,-1,-1,"108,721","11,638","110,556","44,275","59,056","7,781","1,434",234,249,291,205,305,75,75
98342,86000US98342,Washington,Kitsap,Indianola,"69,792","7,654","93,545","9,066","42,197","3,990",0,0,-1,-1,"86,750","20,231","83,125","8,851","59,167","7,254",584,90,111,108,76,113,46,40
98345,86000US98345,Washington,Kitsap,Keyport,"48,319","39,256","77,007","21,544","43,353","11,888",0,0,-1,-1,"34,071",814,-1,-1,"89,063","58,938",239,0,139,10,16,66,0,8
98346,86000US98346,Washington,Kitsap,Hansville; Indianola; Kingston; Port Gamble Tribal Community,"84,148","9,003","101,097","11,781","39,940","4,558",0,0,-1,-1,"89,292","10,357","85,636","8,144","76,109","9,916","3,898",472,678,536,725,806,308,373
98349,86000US98349,Washington,Pierce,Herron Island; Home; Key Center; Longbranch,"62,385","7,387","76,403","11,257","28,634","4,961",0,0,-1,-1,"74,167","9,458","59,673","26,185","50,815","18,382","1,700",208,424,508,261,188,68,43
98350,86000US98350,Washington,Clallam,,"35,938","17,107","58,280","16,354","18,784","6,130",0,0,-1,-1,"35,313","11,948",-1,-1,-1,-1,119,40,35,15,14,8,2,5
98351,86000US98351,Washington,Pierce; Thurston,Longbranch,"46,556","14,502","74,599","29,517","31,246","14,989",0,0,-1,-1,"46,224","32,669",-1,-1,"31,471","25,544",557,153,157,96,74,14,48,15
98353,86000US98353,Washington,Kitsap,,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,18,0,0,0,0,0
98354,86000US98354,Washington,King; Pierce,Edgewood; Fife; Milton,"73,867","5,922","86,041","8,328","36,400","2,847",0,0,"54,737","17,218","80,354","8,859","92,784","15,823","35,000","7,808","2,982",324,629,596,470,610,166,187
98355,86000US98355,Washington,Lewis; Pierce,Mineral,"20,532","4,496","40,398","19,378","18,307","6,719",0,0,-1,-1,"18,412","1,945",-1,-1,-1,-1,352,221,41,39,0,21,30,0
98356,86000US98356,Washington,Lewis,Morton,"43,173","7,022","50,886","6,832","20,507","3,296",0,0,-1,-1,"42,054","41,583","50,667","7,542","33,906","13,508",754,207,226,111,137,70,0,3
98357,86000US98357,Washington,Clallam,Neah Bay,"44,464","11,236","56,484","6,124","18,043","2,103",0,0,"110,375","57,860","48,750","17,016","43,750","16,203","34,583","13,705",477,131,121,106,52,44,13,10
98358,86000US98358,Washington,Jefferson,Marrowstone,"51,429","21,276","70,183","18,903","35,616","7,359",0,0,-1,-1,-1,-1,-1,-1,"44,886","21,916",424,151,57,65,35,51,38,27
98359,86000US98359,Washington,Kitsap,Burley,"77,904","8,256","90,336","8,329","34,314","3,780",0,0,-1,-1,"81,806","13,716","91,417","13,975","56,339","12,445","1,901",308,322,276,340,270,196,189
98360,86000US98360,Washington,Pierce,Clear Lake; Crocker; Graham; Kapowsin; McMillin; Orting; Prairie Ridge; South Hill,"86,341","3,331","96,034","5,486","33,714","2,224",0,0,-1,-1,"96,291","9,793","89,182","8,865","64,512","6,358","4,688",370,469,"1,181",810,"1,226",347,285
98361,86000US98361,Washington,Lewis; Skamania,Packwood,"39,429","10,647","53,818","16,362","30,348","8,512",0,0,-1,-1,"57,009","16,830","37,197","9,781","34,219","15,721",440,62,218,111,9,26,0,14
98362,86000US98362,Washington,Clallam,Port Angeles; Port Angeles East,"50,333","3,696","68,346","4,067","30,280","1,861",0,0,"34,559","26,657","58,469","10,501","61,037","8,927","44,130","2,887","10,498","2,573","2,652","1,729","1,434","1,280",508,322
98363,86000US98363,Washington,Clallam,Port Angeles,"57,118","4,525","68,620","3,569","28,393","1,460",0,0,-1,-1,"65,000","12,596","65,972","7,077","43,877","7,937","5,786","1,177","1,361","1,168",950,678,303,149
98364,86000US98364,Washington,Kitsap,,-1,-1,-1,-1,"49,128","40,922",0,0,-1,-1,-1,-1,-1,-1,-1,-1,44,0,0,0,22,22,0,0
98365,86000US98365,Washington,Jefferson,Port Ludlow,"62,500","14,043","85,226","11,774","43,624","6,385",0,0,-1,-1,"38,836","19,050","80,156","38,796","59,861","9,015","2,490",469,478,502,274,441,212,114
98366,86000US98366,Washington,Kitsap,Bainbridge Island; Bremerton; East Port Orchard; Manchester; Parkwood; Port Orchard; Southworth,"68,653","5,051","81,766","5,157","32,330","1,739",0,0,"53,239","15,143","67,610","5,295","95,588","9,744","48,750","4,029","13,391","2,279","2,556","2,513","2,015","2,708",733,587
98367,86000US98367,Washington,Kitsap,Bethel; Bremerton; Burley; Gorst; Port Orchard; Southworth,"83,571","4,708","97,235","4,964","36,448","1,681",0,0,"72,861","19,320","83,591","9,985","102,593","10,642","64,114","5,718","11,062",986,"1,846","2,083","1,852","2,549","1,002",744
98368,86000US98368,Washington,Jefferson,Port Hadlock-Irondale; Port Townsend,"54,436","4,303","75,733","6,401","36,881","2,890",0,0,-1,-1,"54,237","9,706","54,775","10,397","55,132","7,253","7,619","1,263","2,052","1,578","1,082",849,331,464
98370,86000US98370,Washington,Kitsap,Indianola; Keyport; Lofall; Poulsbo; Silverdale; Suquamish,"84,409","3,770","103,498","4,182","41,368","1,538",0,0,"76,932","70,479","89,648","5,657","106,728","5,060","62,625","4,102","12,393","1,446","1,728","2,132","1,898","2,726","1,171","1,292"
98371,86000US98371,Washington,Pierce,Edgewood; Milton; Puyallup; Summit; Waller,"76,729","5,008","93,933","5,303","37,635","2,028",0,0,"55,804","29,105","88,598","8,370","89,014","7,499","54,954","7,584","8,510","1,090","1,668","1,414","1,200","1,700",889,549
98372,86000US98372,Washington,Pierce,Alderton; Edgewood; North Puyallup; Puyallup; Sumner,"75,005","2,696","94,162","4,535","38,021","1,811",0,0,"66,652","14,132","83,329","9,246","92,215","9,815","59,880","6,512","10,363",923,"2,043","2,215","1,603","1,853","1,003",723
98373,86000US98373,Washington,Pierce,Clover Creek; Puyallup; South Hill; Summit; Summit View,"73,133","4,209","91,726","5,409","33,925","2,120",0,0,"53,636","7,066","76,114","6,596","92,233","11,709","49,619","7,862","9,423","1,064","1,642","2,172","1,274","1,947",810,514
98374,86000US98374,Washington,Pierce,Alderton; Graham; McMillin; Puyallup; South Hill,"83,644","4,057","101,264","4,708","36,280","1,733",0,0,"59,018","20,461","92,940","10,226","102,713","7,497","50,048","5,157","14,515","1,694","2,185","2,551","2,274","3,154","1,363","1,294"
98375,86000US98375,Washington,Pierce,Frederickson; South Hill; Summit View,"85,417","4,935","92,848","3,775","29,631","1,454",0,0,"45,132","15,558","91,379","6,397","90,293","8,215","67,683","12,229","9,949",734,"1,220","2,221","1,927","2,581",782,484
98376,86000US98376,Washington,Clallam; Jefferson,Quilcene,"64,048","11,279","77,566","11,208","35,053","5,082",0,0,-1,-1,"78,274","31,718","73,958","30,376","55,662","19,329",886,202,142,199,114,135,48,46
