name,geoid,state_name,county_name,city_name,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more
98377,86000US98377,Washington,Lewis,,"42,520","6,930","50,743","9,406","26,448","4,315",0,0,-1,-1,"45,375","28,023","57,841","30,775","29,286","15,341",911,249,297,143,132,64,26,0
98380,86000US98380,Washington,Kitsap,Seabeck,"86,333","17,409","96,351","14,331","40,984","6,770",0,0,-1,-1,"106,635","21,020","102,826","33,505","62,632","25,561","1,720",180,327,206,308,462,92,145
98381,86000US98381,Washington,Clallam,Sekiu,"80,870","25,101","78,538","13,569","35,323","6,125",0,0,-1,-1,"82,083","31,271","86,094","37,827","43,824","7,555",140,7,40,15,46,22,10,0
98382,86000US98382,Washington,Clallam; Jefferson,Bell Hill; Blyn; Carlsborg; Jamestown; River Road; Sequim,"53,350","3,346","72,135","5,813","34,588","2,370",0,0,"36,750","19,612","55,905","14,577","67,500","9,688","49,390","3,523","13,561","2,884","3,381","2,409","1,983","1,812",668,424
98383,86000US98383,Washington,Kitsap,Chico; Silverdale,"82,982","4,642","101,866","4,502","41,209","1,917",0,0,"63,202","23,509","80,894","4,560","107,622","5,829","65,395","7,982","8,720",744,"1,392","1,778","1,188","2,118",833,667
98385,86000US98385,Washington,Pierce,South Prairie,"85,781","38,307","81,513","22,537","36,240","8,838",0,0,-1,-1,-1,-1,"99,306","17,360",-1,-1,175,37,12,32,27,55,8,4
98387,86000US98387,Washington,Pierce,Elk Plain; Frederickson; Graham; Parkland; South Creek; Spanaway,"75,308","1,621","85,999","2,977","29,391","1,259",0,0,"41,458","11,074","76,884","2,153","83,108","3,609","45,590","6,231","16,318","1,837","3,371","2,879","3,042","3,425","1,025",739
98388,86000US98388,Washington,Pierce,Ketron Island; Lakewood; Steilacoom; University Place,"82,330","9,276","103,006","8,675","39,515","3,834",0,0,"51,202","13,141","67,019","16,051","105,101","23,340","92,500","17,794","2,495",146,406,542,342,646,200,213
98390,86000US98390,Washington,Pierce,Alderton; Auburn; North Puyallup; Pacific; Sumner,"66,151","10,048","83,517","6,991","34,827","2,966",0,0,"38,043","13,497","78,176","6,143","85,410","8,295","45,192","6,121","4,456",671,929,833,815,693,261,254
98391,86000US98391,Washington,King; Pierce,Alderton; Auburn; Bonney Lake; Lake Tapps; Orting; Prairie Heights; Prairie Ridge; Sumner,"103,505","2,739","124,941","6,608","43,177","2,156",0,0,"76,103","28,032","106,037","3,760","116,171","4,207","71,824","4,672","17,728",975,"2,064","2,735","2,624","5,116","2,163","2,051"
98392,86000US98392,Washington,Kitsap,Suquamish,"68,850","5,524","80,162","5,187","34,827","2,353",0,0,"52,750","8,679","78,750","9,300","68,036","8,338","60,859","6,646","1,379",173,296,314,259,217,54,66
98394,86000US98394,Washington,Pierce,Key Center; Vaughn,"71,146","51,511","121,744","41,179","48,072","14,519",0,0,-1,-1,-1,-1,-1,-1,"64,957","37,437",560,63,108,131,8,87,91,72
98396,86000US98396,Washington,Pierce,Carbonado; Wilkeson,"80,938","33,331","94,711","18,252","35,854","6,117",0,0,-1,-1,"98,542","29,587","96,375","24,118","37,407","22,053",282,17,61,54,45,63,14,28
98402,86000US98402,Washington,Pierce,Tacoma,"54,579","4,893","69,417","5,865","41,963","5,005",0,0,"61,650","34,293","60,200","6,677","54,879","21,809","19,934","6,165","3,604","1,065",589,653,413,555,188,141
98403,86000US98403,Washington,Pierce,Tacoma,"63,507","9,467","84,691","8,466","44,290","4,549",0,0,"23,138","8,044","68,342","8,821","73,798","20,993","48,830","7,481","4,178",734,952,758,470,594,377,293
98404,86000US98404,Washington,Pierce,Midland; Tacoma; Waller,"54,406","3,572","67,607","3,448","23,130","1,236",0,0,"43,913","12,120","59,007","6,653","62,235","6,475","41,147","5,708","11,692","2,436","2,808","2,362","1,701","1,678",394,313
98405,86000US98405,Washington,Pierce,Tacoma,"54,043","6,359","68,287","3,810","29,516","1,626",0,0,"42,879","7,079","75,697","6,044","55,417","11,170","34,284","4,774","9,800","2,298","2,297","1,655","1,488","1,339",405,318
98406,86000US98406,Washington,Pierce,Tacoma,"82,111","4,007","100,800","6,249","43,220","2,829",0,0,"42,274","12,399","101,182","8,809","102,020","8,900","48,460","5,768","9,753","1,185","1,804","1,504","1,407","1,968","1,151",734
98407,86000US98407,Washington,Pierce,Ruston; Tacoma,"80,196","4,095","109,813","5,874","48,393","2,797",0,0,"63,684","3,538","96,127","11,459","93,109","7,187","60,549","3,692","9,298","1,264","1,329","1,747","1,257","1,761",940,"1,000"
98408,86000US98408,Washington,Pierce,Tacoma,"59,207","4,929","71,328","5,159","27,443","1,941",0,0,"49,844","40,177","63,807","5,443","65,411","7,699","40,278","7,842","7,725","1,630","1,544","1,745","1,007","1,259",266,274
98409,86000US98409,Washington,Pierce,Tacoma,"53,328","3,887","66,513","6,238","27,623","2,508",0,0,"51,328","10,770","60,682","4,255","51,568","6,498","33,542","17,437","10,267","1,926","2,842","2,456","1,353","1,231",310,149
98416,86000US98416,Washington,Pierce,Tacoma,-1,-1,-1,-1,"24,793","8,250",0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98418,86000US98418,Washington,Pierce,Tacoma,"61,250","6,004","70,948","7,762","30,328","3,549",0,0,-1,-1,"77,396","15,743","59,083","20,550","43,872","8,219","3,828",758,847,799,585,598,169,72
98421,86000US98421,Washington,Pierce,Fife; Tacoma,-1,-1,-1,-1,"22,471","8,183",0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98422,86000US98422,Washington,Pierce,Browns Point; Dash Point; Fife Heights; Milton; Tacoma,"98,360","4,602","116,819","4,270","43,284","1,638",0,0,"60,294","9,719","93,831","7,531","118,174","3,417","77,014","5,612","7,771",627,960,"1,126","1,223","1,835","1,049",951
98424,86000US98424,Washington,Pierce,Fife; Fife Heights; Milton; Tacoma,"69,848","4,506","84,962","4,065","32,208","1,385",0,0,"44,955","10,311","76,250","10,750","84,375","7,763","46,741","9,442","4,186",578,815,811,627,815,330,210
98430,86000US98430,Washington,Pierce,North Fort Lewis,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98433,86000US98433,Washington,Pierce,DuPont; Fort Lewis; Lakewood; North Fort Lewis,"44,943","3,240","55,007","3,690","18,620",854,0,0,"32,371","3,754","46,909","3,882","126,250","25,634",-1,-1,"4,249",496,"1,968",853,539,258,101,34
98438,86000US98438,Washington,Pierce,McChord AFB,-1,-1,-1,-1,"24,905","2,544",0,1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,4,0,0
98439,86000US98439,Washington,Pierce,Fort Lewis; Lakewood; McChord AFB,"39,219","9,487","49,396","4,636","18,729","1,910",0,0,"30,952","4,199","39,844","12,046","50,450","24,410","45,809","16,486","2,058",552,670,430,195,164,34,13
98443,86000US98443,Washington,Pierce,Waller,"95,868","10,827","108,825","9,114","43,244","3,451",0,0,"2,499",-1,"110,197","26,297","118,266","15,389","62,250","11,208","2,143",230,243,389,272,518,289,202
98444,86000US98444,Washington,Pierce,Lakewood; Midland; Parkland; Spanaway; Tacoma,"48,998","2,223","57,287","2,121","22,938","1,034",0,0,"37,266","5,702","51,628","2,983","51,110","5,454","43,996","6,065","12,950","2,805","3,838","2,963","1,692","1,256",300,96
98445,86000US98445,Washington,Pierce,Clover Creek; Frederickson; Midland; Parkland; Spanaway; Summit; Tacoma,"65,851","4,267","80,135","4,621","29,112","1,516",0,0,"43,750","24,980","63,184","4,933","78,920","7,122","61,123","4,991","11,237","1,603","2,221","2,352","1,869","1,953",911,328
98446,86000US98446,Washington,Pierce,Clover Creek; Frederickson; Summit,"81,096","7,773","89,882","6,923","32,311","2,465",0,0,-1,-1,"85,909","12,112","88,145","8,571","59,505","6,809","3,959",503,541,714,812,873,336,180
98447,86000US98447,Washington,Pierce,Parkland,-1,-1,-1,-1,"7,982","4,435",0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98465,86000US98465,Washington,Pierce,Tacoma,"55,588","13,530","79,124","10,591","36,290","4,351",0,0,-1,-1,"73,242","15,207","46,583","21,421","57,692","16,865","3,126",733,769,387,309,622,159,147
98466,86000US98466,Washington,Pierce,Fircrest; Tacoma; University Place,"66,966","5,033","88,003","5,781","36,671","2,397",0,0,"32,500","19,933","69,631","6,901","88,264","8,891","51,921","4,529","11,915","1,684","2,484","2,440","1,925","1,804",788,790
98467,86000US98467,Washington,Pierce,Fircrest; Steilacoom; Tacoma; University Place,"69,337","5,995","92,271","8,127","36,740","3,509",0,0,"58,077","14,891","68,210","13,812","95,893","25,052","60,574","5,407","6,044","1,097","1,082","1,085",688,"1,074",479,539
98498,86000US98498,Washington,Pierce,Lakewood; McChord AFB; Steilacoom,"67,201","3,832","85,888","4,881","34,745","2,215",0,0,"42,274","11,532","65,656","8,020","78,468","9,224","63,605","6,497","11,277","1,411","2,215","2,770","1,541","2,110",657,573
98499,86000US98499,Washington,Pierce,Lakewood; McChord AFB; Parkland; Tacoma; University Place,"42,665","1,923","59,726","3,227","25,684","1,451",0,0,"34,803","8,158","45,021","4,562","46,513","6,366","36,695","4,489","13,173","3,546","3,947","2,226","1,401","1,365",373,315
98501,86000US98501,Washington,Thurston,Lacey; Olympia; Tumwater,"74,558","5,322","91,805","4,213","37,788","1,758",0,0,"43,611","12,969","70,901","5,747","93,188","9,136","57,919","3,381","17,413","2,840","2,856","3,040","2,550","3,238","1,552","1,337"
98502,86000US98502,Washington,Thurston,Olympia; Tumwater,"69,326","6,978","92,565","5,598","38,565","2,259",0,0,"40,625","13,644","58,542","8,400","94,967","8,132","62,646","8,275","14,290","2,632","2,796","2,204","2,039","2,443",917,"1,259"
98503,86000US98503,Washington,Thurston,Lacey; Olympia; Tanglewilde,"65,536","2,611","75,995","3,556","30,680","1,434",0,0,"34,318","21,840","72,117","4,268","73,218","6,081","49,124","5,099","15,810","2,409","3,621","3,269","2,616","2,651",803,441
98506,86000US98506,Washington,Thurston,Olympia,"70,180","5,066","87,849","4,893","40,476","2,291",0,0,"28,086","5,251","76,788","7,807","79,120","11,790","53,673","8,624","7,666","1,200","1,545","1,349","1,073","1,469",582,448
98512,86000US98512,Washington,Thurston,Olympia; Tumwater,"76,294","4,296","92,179","4,124","38,164","1,571",0,0,"46,479","8,635","81,038","9,682","91,335","6,590","54,209","5,749","12,316","1,650","2,165","2,254","1,940","2,282","1,235",790
98513,86000US98513,Washington,Pierce; Thurston,Lacey; Nisqually Indian Community,"76,620","4,129","91,342","4,061","34,556","1,824",0,0,"51,532","6,157","76,667","10,703","91,769","7,911","63,523","4,065","13,381","1,327","2,213","3,017","2,242","2,941",912,729
98516,86000US98516,Washington,Pierce; Thurston,Lacey; Olympia; Tanglewilde,"80,258","4,911","100,261","6,255","39,704","2,298",0,0,"47,794","11,206","89,453","11,266","86,056","16,775","75,469","9,801","10,079","1,113","1,793","1,660","1,593","2,117",930,873
98520,86000US98520,Washington,Grays Harbor,Aberdeen; Aberdeen Gardens; Central Park; Cosmopolis; Junction City; Markham; Westport,"50,849","3,534","64,976","4,143","23,294","1,603",0,0,-1,-1,"58,829","11,086","57,579","7,165","36,754","5,514","8,193","2,249","1,784","1,710",872,"1,046",304,228
98524,86000US98524,Washington,Mason; Pierce,Allyn; Grapeview; Vaughn,"83,659","24,407","90,201","14,797","31,634","4,792",0,0,-1,-1,"72,181","46,663","95,000","21,400","66,250","24,447","1,491",322,133,265,206,329,128,108
98526,86000US98526,Washington,Grays Harbor,Amanda Park,"48,750","16,987","56,875","11,820","22,054","5,612",0,0,-1,-1,"53,333","21,575","58,750","15,609","22,083","13,048",76,18,21,17,7,11,2,0
98527,86000US98527,Washington,Pacific,Bay Center,"29,911","28,064","41,265","12,321","22,083","5,691",0,0,-1,-1,-1,-1,-1,-1,-1,-1,149,61,48,15,18,7,0,0
98528,86000US98528,Washington,Kitsap; Mason; Pierce,Allyn; Belfair,"57,235","5,476","76,890","10,033","29,169","3,752",0,0,"51,897","25,003","58,188","14,694","61,719","19,038","55,934","5,930","4,109",598,987,"1,020",480,540,287,197
98530,86000US98530,Washington,Thurston,Bucoda,"51,250","3,250","53,478","8,562","18,847","3,727",0,0,-1,-1,"54,107","30,050","41,071","14,422",-1,-1,234,71,34,70,42,13,4,0
98531,86000US98531,Washington,Lewis; Thurston,Centralia; Fords Prairie; Grand Mound,"47,874","3,619","62,722","3,474","25,106","1,345",0,0,"38,523","8,445","50,880","5,794","56,750","6,677","42,283","4,778","10,183","2,621","2,638","1,874","1,384","1,041",365,260
98532,86000US98532,Washington,Lewis; Pacific,Centralia; Chehalis; Napavine; Pe Ell,"62,547","4,272","76,079","3,355","29,437","1,416",0,0,"41,000","1,899","71,566","7,246","76,935","7,204","41,682","1,931","9,134","1,737","2,035","1,547","1,340","1,602",561,312
98533,86000US98533,Washington,Lewis; Thurston,,"54,714","16,969","61,292","11,579","32,973","4,517",0,0,-1,-1,-1,-1,"75,750","46,665","54,179","8,965",198,13,55,65,51,14,0,0
98535,86000US98535,Washington,Grays Harbor,Copalis Beach; Ocean City,-1,-1,"50,485","21,684","23,492","8,286",0,0,-1,-1,-1,-1,"73,087","49,427",-1,-1,355,164,49,82,7,53,0,0
98536,86000US98536,Washington,Grays Harbor,Copalis Beach,"34,125","25,866","29,393","14,197","21,453","8,148",0,0,-1,-1,-1,-1,-1,-1,"34,125","25,866",54,14,40,0,0,0,0,0
98537,86000US98537,Washington,Grays Harbor; Lewis; Pacific,Aberdeen; Cosmopolis; Junction City,"56,250","8,425","67,320","7,841","27,092","3,463",0,0,-1,-1,"67,000","9,848","64,444","31,089","38,125","14,163",855,123,237,206,130,110,23,26
98538,86000US98538,Washington,Cowlitz; Lewis,,"51,389","13,550","69,593","13,067","26,618","5,786",0,0,-1,-1,"78,750","43,577","42,750","10,226","57,500","23,944",144,23,44,27,17,22,6,5
98541,86000US98541,Washington,Grays Harbor; Mason; Thurston,Elma; Malone; Porter; Satsop,"49,676","10,120","66,047","6,118","26,858","2,388",0,0,"47,763","45,037","67,667","14,840","53,914","22,278","41,331","15,459","4,078","1,007","1,049",593,563,575,193,98
98542,86000US98542,Washington,Lewis,,"63,594","21,874","67,823","12,645","23,787","6,518",0,0,-1,-1,-1,-1,"92,656","40,003",-1,-1,215,29,41,55,39,46,5,0
98544,86000US98544,Washington,Lewis,,-1,-1,-1,-1,"17,173","2,777",0,1,-1,-1,-1,-1,-1,-1,-1,-1,21,10,0,0,11,0,0,0
98546,86000US98546,Washington,Mason,Grapeview,"70,526","8,570","88,295","10,601","36,397","4,865",0,0,"86,964","30,075","49,125","14,603","103,056","33,773","56,842","13,662","1,338",128,307,272,203,203,196,29
98547,86000US98547,Washington,Grays Harbor; Pacific,Grayland,"37,784","12,233","55,547","21,039","28,772","11,257",0,0,-1,-1,-1,-1,"32,228","21,629","40,855","14,225",753,254,267,89,106,21,0,16
98548,86000US98548,Washington,Mason,Hoodsport,"43,184","8,793","51,660","7,450","27,576","4,278",0,0,-1,-1,"113,684","88,187","44,333","10,360","35,428","15,284","1,107",181,494,157,181,94,0,0
98550,86000US98550,Washington,Grays Harbor,Aberdeen; Hogans Corner; Hoquiam; Humptulips; Oyehut,"47,848","4,266","61,734","5,610","27,191","2,478",0,0,-1,-1,"54,161","10,914","55,604","4,002","35,907","4,267","4,864","1,315","1,216","1,017",623,463,135,95
98552,86000US98552,Washington,Grays Harbor,Humptulips; Neilton,"43,750","24,670","63,911","23,452","25,275","10,136",0,0,-1,-1,"65,139","19,957","46,875","21,260","33,194","33,175",183,78,23,52,6,0,9,15
98555,86000US98555,Washington,Mason,,-1,-1,"41,554","26,574","27,084","13,109",0,0,-1,-1,-1,-1,-1,-1,"55,032","42,372",204,108,0,81,0,0,15,0
98557,86000US98557,Washington,Grays Harbor; Mason; Thurston,McCleary,"53,750","7,924","69,024","6,971","28,270","2,737",0,0,"57,115","24,810","69,130","15,203","62,083","18,320","46,908","9,096","1,356",224,393,248,192,201,79,19
98558,86000US98558,Washington,Pierce; Thurston,McKenna,-1,-1,-1,-1,"26,918","10,284",0,0,-1,-1,-1,-1,-1,-1,-1,-1,90,0,31,0,59,0,0,0
98559,86000US98559,Washington,Grays Harbor,Malone,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98560,86000US98560,Washington,Grays Harbor; Mason,,"86,058","1,427","99,617","26,881","57,260","11,904",0,0,-1,-1,"86,683",866,-1,-1,"55,833","43,731",66,0,12,7,29,0,18,0
98562,86000US98562,Washington,Grays Harbor,Moclips; Pacific Beach,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,47,0,47,0,0,0,0,0
98563,86000US98563,Washington,Grays Harbor; Mason,Aberdeen; Brady; Cosmopolis; Montesano,"72,137","11,778","95,866","16,074","37,428","6,284",0,0,-1,-1,"70,565","18,180","76,949","13,852","56,555","27,879","3,045",289,818,467,591,526,177,177
98564,86000US98564,Washington,Lewis,Mossyrock,"47,024","13,482","60,968","8,048","26,971","3,831",0,0,-1,-1,-1,-1,"62,772","30,553","43,839","14,298",970,233,273,190,101,94,56,23
98565,86000US98565,Washington,Lewis,Napavine,"54,602","7,873","64,346","17,780","19,479","5,006",0,0,"87,115","37,772","54,830","13,260",-1,-1,"40,795","4,420",283,81,27,80,50,24,16,5
98568,86000US98568,Washington,Grays Harbor; Lewis,Oakville,"55,028","5,024","65,370","7,604","26,999","2,977",0,0,"31,250","18,762","50,114","12,378","74,167","26,508","55,152","17,680","1,013",226,225,189,177,108,77,11
98569,86000US98569,Washington,Grays Harbor,Ocean City; Ocean Shores,"46,999","7,632","55,395","6,383","29,471","3,132",0,0,-1,-1,"56,038","18,288","43,657","9,278","55,758","14,798","3,317",682,"1,080",758,404,310,19,64
98570,86000US98570,Washington,Lewis; Thurston,Onalaska,"61,455","6,966","73,609","8,383","27,640","3,136",0,0,-1,-1,"59,688","8,756","78,229","18,115","52,986","9,376","1,555",198,364,388,192,310,79,24
98571,86000US98571,Washington,Grays Harbor,Moclips; Pacific Beach,-1,-1,"67,752","78,130","29,326","26,481",0,0,-1,-1,-1,-1,-1,-1,-1,-1,89,53,0,27,0,0,0,9
98572,86000US98572,Washington,Lewis; Pacific,Pe Ell,"60,921","7,526","65,408","8,469","26,352","4,415",0,0,-1,-1,"63,375","7,366","80,333","33,424","40,750","7,134",280,37,72,73,55,30,13,0
98575,86000US98575,Washington,Grays Harbor,Neilton,"53,472","19,280","55,677","12,466","27,608","5,490",0,0,-1,-1,-1,-1,"85,781","20,910","37,917","15,289",65,11,18,23,8,3,2,0
98576,86000US98576,Washington,Thurston,Rainier; Yelm,"63,238","7,741","73,139","7,674","29,291","2,871",0,0,-1,-1,"77,250","21,845","68,750","16,859","37,356","14,572","1,996",471,361,345,296,368,71,84
98577,86000US98577,Washington,Grays Harbor; Pacific,Lebam; Raymond; South Bend; Willapa,"53,713","6,630","63,945","4,992","25,412","2,076",0,0,-1,-1,"70,345","26,351","59,630","9,650","42,042","5,596","2,791",593,656,641,360,391,131,19
98579,86000US98579,Washington,Lewis; Thurston,Grand Mound; Rochester,"72,490","5,824","79,525","5,794","29,375","2,484",0,0,-1,-1,"75,612","18,427","90,394","8,679","49,329","7,799","4,871",697,946,881,936,962,318,131
98580,86000US98580,Washington,Pierce; Thurston,Fort Lewis; McChord AFB; McKenna; Nisqually Indian Community; North Yelm; Roy; South Creek,"64,066","7,076","82,149","8,810","31,291","3,646",0,0,-1,-1,"56,490","15,815","75,515","14,143","56,917","15,275","4,263",848,709,934,543,719,302,208
98581,86000US98581,Washington,Cowlitz; Lewis,Ryderwood,"35,945","10,989","40,967","9,305","26,095","4,195",0,0,-1,-1,-1,-1,-1,-1,"36,494","11,329",335,85,134,106,0,10,0,0
98582,86000US98582,Washington,Lewis,,-1,-1,"46,074","23,366","24,937","10,156",0,0,-1,-1,-1,-1,"105,139","1,673",-1,-1,98,43,21,0,17,17,0,0
98583,86000US98583,Washington,Grays Harbor,Satsop,"41,563","8,187","50,766","21,114","22,353","14,510",0,0,-1,-1,"37,500","26,228","120,500","113,352","40,781","1,745",64,6,42,3,3,10,0,0
98584,86000US98584,Washington,Mason; Thurston,Shelton; Skokomish,"58,193","3,287","69,891","3,337","27,213","1,336",0,0,"38,210","23,685","64,052","7,828","61,907","8,790","53,898","5,973","13,696","2,776","3,055","2,747","1,881","2,291",562,384
98585,86000US98585,Washington,Lewis,,"68,056","47,889","62,583","12,109","32,328","6,931",0,0,-1,-1,"81,944","14,440","72,500","30,305","23,246","10,078",430,137,51,68,137,20,11,6
98586,86000US98586,Washington,Pacific,South Bend,"47,396","10,028","54,582","7,149","24,295","3,771",0,0,-1,-1,"52,500","24,351","52,000","13,030","47,000","11,212",625,156,162,140,65,83,19,0
98587,86000US98587,Washington,Grays Harbor,Qui-nai-elt Village; Santiago; Taholah,"34,205","10,271","46,012","6,176","15,986","2,116",0,0,-1,-1,"41,250","18,114","37,750","28,094","31,458","14,379",239,87,57,41,25,27,2,0
98588,86000US98588,Washington,Mason,,-1,-1,"82,783","26,469","47,153","14,802",0,0,-1,-1,-1,-1,"67,527","57,849","38,902","28,090",892,315,141,77,106,116,75,62
98589,86000US98589,Washington,Thurston,Tenino,"66,438","12,311","79,640","6,240","31,020","2,498",0,0,"20,500","2,530","80,089","12,506","72,500","13,099","54,265","18,229","2,909",606,522,479,421,555,211,115
98590,86000US98590,Washington,Pacific,Tokeland,"44,861","36,438","69,122","21,255","28,752","9,762",0,0,-1,-1,-1,-1,"66,563","55,182",-1,-1,129,31,34,21,3,26,0,14
98591,86000US98591,Washington,Lewis,Toledo,"59,345","10,189","72,931","8,473","32,270","2,987",0,0,-1,-1,"83,229","26,034","67,000","13,911","42,246","3,272","1,505",265,349,335,225,196,97,38
98592,86000US98592,Washington,Mason,Union,"61,406","10,249","63,726","10,981","27,906","4,157",0,0,-1,-1,-1,-1,-1,-1,"61,094","10,093",780,107,174,262,162,28,24,23
98593,86000US98593,Washington,Lewis,Vader,"43,819","11,014","47,232","7,407","15,092","2,506",0,0,-1,-1,"58,173","31,325","36,944","19,015","45,769","9,978",395,135,95,94,40,22,7,2
98595,86000US98595,Washington,Grays Harbor,Cohassett Beach; Grayland; Westport,"51,013","10,808","64,180","10,794","28,100","4,755",0,0,"42,778","25,596","52,232","6,209","82,847","46,841","35,603","13,626","1,095",264,260,235,118,151,49,18
98596,86000US98596,Washington,Lewis,Vader; Winlock,"62,456","6,137","83,105","14,688","30,115","6,568",0,0,-1,-1,"75,375","18,482","72,981","13,235","43,405","8,161","2,739",454,680,503,437,502,85,78
98597,86000US98597,Washington,Lewis; Pierce; Thurston,La Grande; McKenna; North Yelm; Yelm,"70,629","6,580","77,659","3,824","28,137","1,340",0,0,"53,938","10,542","72,654","16,606","88,333","4,461","53,513","9,080","8,507","1,194","1,721","1,634","1,818","1,319",522,299
98601,86000US98601,Washington,Clark; Cowlitz,Amboy,"82,337","16,995","82,438","10,822","24,452","3,606",0,0,-1,-1,"92,778","6,974","93,958","23,207","43,594","14,073","1,088",194,157,138,220,265,80,34
98602,86000US98602,Washington,Klickitat,,"38,924","4,620","39,682","3,702","17,998","10,191",0,0,-1,-1,-1,-1,-1,-1,"39,271","7,833",77,0,68,9,0,0,0,0
98603,86000US98603,Washington,Cowlitz,,"67,772","24,047","71,591","14,787","30,649","5,696",0,0,-1,-1,-1,-1,"85,577","24,536","53,269","14,316",503,74,91,153,75,50,48,12
98604,86000US98604,Washington,Clark,Battle Ground; Cherry Grove; Dollars Corner; Lewisville; Meadow Glade; Venersborg,"85,117","4,716","100,815","3,948","33,923","1,369",0,0,"77,303","4,652","93,563","5,261","96,477","7,654","60,732","6,972","12,310","1,216","1,942","2,150","1,941","2,950","1,205",906
98605,86000US98605,Oregon; Washington,Hood River; Klickitat; Skamania,Bingen; White Salmon,"67,667","21,898","68,089","8,141","27,265","3,611",0,0,-1,-1,"76,250","39,551","72,891","17,338","41,563","12,116",454,78,106,83,87,81,17,2
98606,86000US98606,Washington,Clark,Battle Ground; Brush Prairie; Hockinson; Venersborg,"103,295","5,835","127,600","10,956","43,830","3,781",0,0,-1,-1,"103,299","15,252","117,578","13,564","76,385","7,370","3,053",246,271,458,489,821,387,381
98607,86000US98607,Washington,Clark,Camas; Fern Prairie; Vancouver; Washougal,"108,321","4,544","133,858","6,544","47,150","2,482",0,0,-1,-1,"121,985","7,847","120,982","16,203","70,380","5,022","11,294",815,"1,429","1,601","1,365","2,396","1,717","1,971"
98610,86000US98610,Washington,Skamania,Carson,"56,179","18,425","66,283","7,148","24,606","2,634",0,0,-1,-1,"56,979","51,944","75,978","18,757","33,654","14,619","1,255",332,254,123,177,319,34,16
98611,86000US98611,Washington,Cowlitz,Castle Rock,"66,161","6,022","76,517","5,643","28,993","2,054",0,0,"43,594","3,422","72,365","18,483","79,583","24,669","49,333","2,921","3,509",523,713,796,532,609,238,98
98612,86000US98612,Washington,Wahkiakum,Cathlamet; East Cathlamet; Lower Elochoman; Puget Island; Skamokawa Valley; Upper Elochoman,"54,189","7,196","69,971","8,266","29,447","4,059",0,0,-1,-1,"63,403","12,779","69,423","35,135","41,921","9,825","1,254",199,337,309,88,228,37,56
98613,86000US98613,Washington,Klickitat,Centerville,"65,833","18,754","69,726","10,587","28,448","4,792",0,0,-1,-1,"88,438","29,746","56,250","30,218","52,500","11,787",158,24,25,47,29,25,5,3
98614,86000US98614,Washington,Pacific,Chinook,"40,972","30,012","39,844","17,867","22,849","11,136",0,0,-1,-1,-1,-1,"40,625","34,757",-1,-1,86,29,36,10,11,0,0,0
98616,86000US98616,Washington,Cowlitz; Skamania,,"85,227","58,124","72,820","19,326","31,941","6,673",0,0,-1,-1,-1,-1,-1,-1,-1,-1,50,0,19,5,11,15,0,0
98617,86000US98617,Washington,Klickitat,Dallesport,"54,871","40,416","73,368","17,084","26,041","8,550",0,0,-1,-1,-1,-1,"85,917","34,811",-1,-1,492,95,74,101,83,99,40,0
98619,86000US98619,Washington,Klickitat,Glenwood,"52,500","14,642","71,495","18,370","34,054","14,236",0,0,-1,-1,"66,250","40,879","66,458","16,339","43,000","16,929",232,39,75,59,18,31,4,6
98620,86000US98620,Washington,Klickitat,Goldendale; Maryhill,"42,417","18,335","62,679","13,933","26,527","6,126",0,0,-1,-1,"63,036","15,134","32,113","12,816","50,560","24,754","3,217",929,750,590,472,232,147,97
98621,86000US98621,Washington,Pacific; Wahkiakum,Grays River; Rosburg,"65,714","21,954","97,144","52,232","47,392","27,778",0,0,-1,-1,-1,-1,-1,-1,-1,-1,138,11,39,35,15,11,6,21
98624,86000US98624,Washington,Pacific,Chinook; Ilwaco,"45,304","10,623","66,910","11,291","28,194","4,376",0,0,-1,-1,"47,365","47,328",-1,-1,"33,413","8,037",637,152,215,70,18,98,66,18
98625,86000US98625,Washington,Cowlitz,Kalama,"76,809","8,791","96,579","10,061","38,563","3,904",0,0,-1,-1,"84,792","16,735","95,625","13,254","59,107","15,490","2,658",367,480,414,457,383,312,245
