name,geoid,state_name,county_name,city_name,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more
98826,86000US98826,Washington,Chelan,Leavenworth,63488,8160,83048,9924,35920,4043,0.062,0.035,-1,-1,69911,29178,102434,17194,44161,6505,3118,495,726,600,355,469,280,193
98827,86000US98827,Washington,Okanogan,Loomis,55625,36776,50917,13268,16093,12090,0,0.167,-1,-1,-1,-1,38692,1034,56339,7720,191,16,69,106,0,0,0,0
98828,86000US98828,Washington,Chelan; Kittitas,,66740,7099,80107,12502,30337,5198,0.032,0.028,-1,-1,100568,78424,67384,19347,59700,15039,881,111,198,215,88,190,51,28
98829,86000US98829,Washington,Okanogan,Malott,40375,17843,49934,17432,15878,6499,0,0.175,-1,-1,-1,-1,-1,-1,46375,17755,181,52,57,29,17,26,0,0
98830,86000US98830,Washington,Douglas,Mansfield,52946,10045,58866,9251,30169,5169,0.007,0.011,-1,-1,72250,40173,-1,-1,41250,28633,285,91,44,57,24,67,0,2
98831,86000US98831,Washington,Chelan,Manson,49764,11233,69155,11553,29581,6227,0.025,0.02,-1,-1,83542,24615,55769,12060,43041,10912,1341,290,394,209,237,135,43,33
98832,86000US98832,Washington,Grant; Lincoln,Krupp (Marlin),58438,21741,67892,28467,29364,8739,0,0.324,-1,-1,-1,-1,55521,45632,-1,-1,85,23,6,25,22,0,9,0
98833,86000US98833,Washington,Okanogan,,97548,84274,71319,29761,29628,14620,0,0.388,-1,-1,-1,-1,98125,46584,-1,-1,63,12,8,11,26,6,0,0
98834,86000US98834,Washington,Okanogan,Methow,44375,24961,86854,38274,37822,16584,0.092,0.099,-1,-1,-1,-1,93250,78205,42000,4618,87,7,37,18,14,3,0,8
98836,86000US98836,Washington,Chelan,Cashmere,-1,-1,68105,28987,25183,10039,0.044,0.094,-1,-1,-1,-1,-1,-1,-1,-1,320,104,75,10,84,8,25,14
98837,86000US98837,Washington,Grant,Cascade Valley; Moses Lake; Moses Lake North,55876,3342,73461,4255,26546,1623,0.041,0.013,31985,10012,63289,7218,67719,9316,40380,4762,15087,2857,3832,2749,2161,2242,622,624
98840,86000US98840,Washington,Okanogan,Malott; Okanogan; Omak,48011,6380,60539,9648,24088,3994,0.015,0.013,13304,10753,49152,6732,52374,19724,35050,7482,1981,565,478,434,224,202,49,29
98841,86000US98841,Washington,Ferry; Okanogan,Disautel; North Omak; Okanogan; Omak; Riverside,46746,3767,61616,6747,26070,2758,0.029,0.024,14167,13845,46023,13001,57404,16434,46181,3938,3914,1107,987,749,332,537,87,115
98843,86000US98843,Washington,Douglas,,56429,11079,73648,10189,27006,4180,0.05,0.025,-1,-1,47344,23045,69327,13828,-1,-1,666,137,165,153,45,96,37,33
98844,86000US98844,Washington,Okanogan,Oroville,42783,8473,50137,6228,23884,3096,0,0.017,-1,-1,36707,9499,51644,16805,34479,13923,2094,617,649,333,207,227,61,0
98845,86000US98845,Washington,Douglas,,50167,9834,57859,11678,21866,5580,0,0.233,-1,-1,47083,13244,51667,33028,36111,9157,130,17,47,30,21,11,4,0
98846,86000US98846,Washington,Okanogan,Pateros,62813,9441,82550,15470,28166,5937,0.097,0.067,-1,-1,64306,19339,76974,10780,40833,30297,445,68,86,98,83,55,12,43
98847,86000US98847,Washington,Chelan; Kittitas,,50740,26977,72053,17613,23853,5871,0.018,0.031,-1,-1,-1,-1,75455,52626,40564,19916,735,130,223,91,65,181,32,13
98848,86000US98848,Washington,Douglas; Grant,George; Quincy,63322,9653,77016,5945,22334,1800,0.033,0.016,31842,29333,65096,20481,70125,12696,54783,12195,3417,530,718,737,606,477,236,113
98849,86000US98849,Washington,Okanogan,Omak; Riverside,50149,12716,48949,8951,18592,3709,0.004,0.006,-1,-1,46354,39470,51563,37619,-1,-1,528,140,120,196,61,4,5,2
98850,86000US98850,Washington,Douglas,Rock Island,52647,6722,53338,6738,19731,2219,0,0.06,54375,25189,52344,15576,57321,9429,46250,16428,566,126,135,214,45,31,15,0
98851,86000US98851,Washington,Grant,Lakeview; Soap Lake,47386,6369,58589,6692,21774,3041,0.011,0.011,-1,-1,60465,7429,52300,30413,32188,7890,1743,528,393,352,174,213,64,19
98852,86000US98852,Washington,Chelan; Okanogan,,38125,7229,37943,3381,16893,12551,0,1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,7,0,0,0,0,0
98853,86000US98853,Washington,Grant,,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7
98855,86000US98855,Washington,Okanogan,Tonasket,40658,4500,50389,4586,21463,1931,0.002,0.002,-1,-1,40242,17378,44656,7535,33015,7770,2592,781,813,489,181,253,71,4
98856,86000US98856,Washington,Chelan; Okanogan,Twisp,48900,11133,70791,13042,29825,6487,0.035,0.029,-1,-1,49911,38910,57708,44601,48368,9712,1104,264,310,169,145,135,42,39
98857,86000US98857,Washington,Adams; Grant,Warden,40054,6591,58931,6929,19996,2009,0.014,0.017,-1,-1,47283,9463,45179,22193,37672,7992,1177,233,445,189,122,93,79,16
98858,86000US98858,Washington,Douglas,Waterville,57955,13988,73414,10201,31011,4385,0.03,0.033,-1,-1,93750,55090,64643,24640,40250,11913,806,108,227,141,64,220,22,24
98859,86000US98859,Washington,Ferry; Okanogan,,71042,49852,58326,17509,31256,5855,0,0.309,-1,-1,-1,-1,-1,-1,-1,-1,91,21,14,21,35,0,0,0
98860,86000US98860,Washington,Grant,Wilson Creek,37500,23161,62366,21454,30461,11620,0,0.256,-1,-1,49250,9582,-1,-1,33750,19482,116,41,29,8,6,10,22,0
98862,86000US98862,Washington,Okanogan; Whatcom,Twisp; Winthrop,59787,10757,77068,10654,36734,5277,0.04,0.029,-1,-1,67344,16475,59280,15861,58795,19625,1175,195,303,242,170,151,67,47
98901,86000US98901,Washington,Kittitas; Yakima,Moxee; Terrace Heights; Union Gap; Yakima,42151,2230,58234,4178,19745,1465,0.032,0.013,40658,10538,44150,2512,42300,5993,35483,4984,10635,3129,3228,1845,1092,786,214,341
98902,86000US98902,Washington,Yakima,Yakima,43461,1776,57302,2956,21122,1113,0.021,0.007,40417,12497,42665,2353,60419,7269,34710,3215,16464,4512,4828,3213,1883,1278,409,341
98903,86000US98903,Washington,Yakima,Ahtanum; Tampico; Union Gap; Yakima,52634,5724,71898,7231,27838,2926,0.037,0.017,16250,8633,65139,13568,58854,6619,40680,5004,5387,1174,1407,1034,629,679,266,198
98908,86000US98908,Washington,Yakima,Ahtanum; Eschbach; Gleed; Summitview; Yakima,64974,4351,86823,5303,34761,2263,0.054,0.013,33791,5747,71538,5548,87225,5846,51040,3377,14574,1949,3380,2909,2069,2413,1063,791
98921,86000US98921,Washington,Yakima,Buena,-1,-1,-1,-1,-1,-1,0,0.401,-1,-1,-1,-1,-1,-1,-1,-1,59,0,59,0,0,0,0,0
98922,86000US98922,Washington,Kittitas,Cle Elum; Easton; Roslyn; South Cle Elum,57458,8681,77290,8360,36122,3972,0.074,0.031,40117,20627,60417,12121,89963,15093,46250,10318,3028,735,577,525,458,409,99,225
98923,86000US98923,Washington,Yakima,Cowiche,48846,5638,51695,8519,17029,5701,0,0.08,-1,-1,44688,17910,71802,57754,53389,21816,422,51,208,100,32,31,0,0
98925,86000US98925,Washington,Kittitas,Easton; Roslyn,74583,30350,92873,17166,49165,9284,0.053,0.045,-1,-1,-1,-1,97188,28893,35921,5153,285,39,62,42,29,66,32,15
98926,86000US98926,Washington,Kittitas,Ellensburg; Kittitas,56018,3033,68471,3131,27173,1237,0.028,0.009,20765,4654,65317,9499,80625,11822,49872,7498,13327,3405,2647,2618,1814,1847,628,368
98929,86000US98929,Washington,Yakima,,-1,-1,-1,-1,-1,-1,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98930,86000US98930,Washington,Benton; Yakima,Grandview,53781,6223,66592,5064,19496,1677,0.036,0.022,48056,34401,50227,9394,62238,8135,52292,19380,4425,695,1320,1065,605,445,137,158
98932,86000US98932,Washington,Yakima,Granger,55280,9746,94814,48923,24983,13426,0.041,0.057,-1,-1,54333,8489,73500,23168,27125,12830,1409,221,450,300,226,127,27,58
98933,86000US98933,Washington,Yakima,Harrah,58203,6220,76480,11858,25850,4618,0.055,0.041,48571,6224,48542,7755,64018,10318,41250,26858,345,50,103,75,44,41,13,19
98934,86000US98934,Washington,Kittitas,Kittitas,45278,6066,48207,7820,19643,3909,0.013,0.018,44063,42714,46250,11009,35250,20796,48021,8765,460,135,140,125,43,6,5,6
98935,86000US98935,Washington,Yakima,Grandview; Mabton,51648,8431,58757,5652,16014,1794,0.011,0.015,-1,-1,42792,3366,61558,3699,43889,10444,1061,191,325,323,95,92,23,12
98936,86000US98936,Washington,Yakima,Moxee,65875,10759,81905,9115,24666,3803,0.043,0.031,-1,-1,64761,17578,71354,26749,61528,22641,1981,179,436,474,456,281,69,86
98937,86000US98937,Washington,Kittitas; Pierce; Yakima,Cliffdell; Eschbach; Gleed; Naches; Nile,61635,5843,77661,14860,32383,6036,0.021,0.019,63750,61410,61188,16775,66841,4912,53094,6548,1658,175,428,498,227,221,75,34
98938,86000US98938,Washington,Yakima,Outlook; Sunnyside,49821,39623,68421,24963,18215,7148,0.086,0.096,-1,-1,51250,32040,-1,-1,-1,-1,729,278,87,145,27,124,5,63
98939,86000US98939,Washington,Yakima,Parker,-1,-1,16845,16161,8511,6449,0,0.464,-1,-1,-1,-1,-1,-1,-1,-1,44,25,19,0,0,0,0,0
98940,86000US98940,Washington,Kittitas,Ronald,-1,-1,116951,134199,66223,61241,0.132,0.224,-1,-1,-1,-1,-1,-1,-1,-1,136,14,85,0,0,19,0,18
98941,86000US98941,Washington,Kittitas,Cle Elum; Roslyn,44886,5814,51008,9255,26333,6220,0,0.119,-1,-1,46786,23912,60938,35276,34886,11506,277,77,93,52,32,14,9,0
98942,86000US98942,Washington,Yakima,Selah; Yakima,62682,5736,84397,13342,31495,3602,0.037,0.017,-1,-1,69818,11129,73357,15489,47195,4044,6605,936,1507,1348,1156,980,432,246
98943,86000US98943,Washington,Kittitas,Cle Elum; South Cle Elum,62847,23698,72283,14304,28684,5655,0.018,0.029,47708,29795,-1,-1,82143,28057,43125,41361,393,68,94,87,40,48,49,7
98944,86000US98944,Washington,Benton; Yakima,Sunnyside,46393,4068,60130,6109,16863,1704,0.014,0.011,-1,-1,45202,3970,55633,10251,40803,7556,6388,1447,2009,1149,1042,504,145,92
98946,86000US98946,Washington,Kittitas,Thorp,54583,26507,97302,26774,45999,11290,0.092,0.072,-1,-1,-1,-1,101591,39203,44022,7827,251,48,67,29,9,69,6,23
98947,86000US98947,Washington,Yakima,Cowiche; Tieton,51450,7437,68200,10870,18458,3517,0.024,0.033,-1,-1,67583,28321,48720,5803,35769,7374,967,177,292,172,109,130,64,23
98948,86000US98948,Washington,Yakima,Toppenish,50291,2195,55578,2861,16384,846,0.007,0.006,32250,4250,51451,2075,53795,5499,37282,10345,3751,857,995,934,485,384,71,25
98950,86000US98950,Washington,Kittitas,Vantage,-1,-1,-1,-1,30565,25495,0,0.642,-1,-1,-1,-1,-1,-1,-1,-1,23,0,10,0,13,0,0,0
98951,86000US98951,Washington,Yakima,Donald; Harrah; Parker; Wapato,48866,3465,67232,6916,19261,2006,0.026,0.012,24609,13993,43259,4972,59630,6819,47163,9988,3530,909,905,657,389,426,151,93
98952,86000US98952,Washington,Yakima,White Swan,49821,3909,65441,10604,17144,3228,0.029,0.028,-1,-1,45625,13033,51818,20252,50313,8656,561,130,153,88,86,80,8,16
98953,86000US98953,Washington,Yakima,Buena; Zillah,64958,9703,72489,6939,24124,3126,0.041,0.024,-1,-1,52917,15742,77386,19185,35955,10689,2293,341,552,475,387,393,52,93
99001,86000US99001,Washington,Spokane,Airway Heights; Spokane,49342,7034,57894,6392,17399,2050,0.014,0.016,-1,-1,56406,13802,54673,15284,31146,7924,1606,424,389,361,187,171,51,23
99003,86000US99003,Washington,Spokane,,67669,11598,83089,10520,34697,4136,0.047,0.034,-1,-1,58125,10566,92853,17126,53409,11977,1817,230,424,336,314,292,135,86
99004,86000US99004,Washington,Spokane; Whitman,Cheney; Four Lakes,50725,4966,69075,5455,27045,2016,0.033,0.015,21979,2023,63293,14126,84076,12417,45875,5267,7933,2078,1856,1182,1100,1130,322,265
99005,86000US99005,Washington,Spokane,Green Bluff,94571,10819,108532,11929,36789,3908,0.096,0.032,-1,-1,98378,10091,106576,22386,69891,14715,3032,288,374,448,498,656,478,290
99006,86000US99006,Washington,Pend Oreille; Spokane; Stevens,Deer Park,62741,7850,73991,6397,28094,2077,0.019,0.012,25438,13392,66172,11575,75174,15661,50457,6645,4808,806,953,1123,832,703,301,90
99008,86000US99008,Washington,Lincoln; Spokane,,67614,16207,72445,21793,15500,4364,0.056,0.084,-1,-1,68682,1943,-1,-1,28636,15963,233,35,55,79,13,38,0,13
99009,86000US99009,Washington,Pend Oreille; Spokane,,52892,5633,70348,8193,27838,3520,0.013,0.015,-1,-1,-1,-1,68625,22302,51495,10960,1619,209,535,245,239,312,58,21
99011,86000US99011,Washington,Spokane,Fairchild AFB,67656,8435,67130,7229,20581,2226,0.007,0.01,40000,19281,70698,4297,54688,28474,-1,-1,804,72,222,206,199,48,51,6
99012,86000US99012,Washington,Spokane,Fairfield; Latah; Waverly,54583,15821,83359,20260,32972,7841,0.03,0.035,-1,-1,45893,15530,78958,44429,47361,11170,335,57,84,60,34,72,18,10
99013,86000US99013,Washington,Lincoln; Spokane; Stevens,,44474,15595,50316,8201,19254,3332,0,0.05,51190,497,-1,-1,46250,33705,32946,20349,686,241,117,195,82,23,28,0
99016,86000US99016,Washington,Spokane,Liberty Lake; Spokane Valley,75012,8496,93664,6870,36796,2917,0.071,0.022,33686,18116,81848,11561,97391,19961,44868,14491,6207,689,1337,1077,921,1010,730,443
99017,86000US99017,Washington,Adams; Lincoln; Whitman,Lamont,45625,6417,45537,6849,21916,5551,0,0.427,-1,-1,46250,8995,39375,22986,44750,13485,52,10,20,18,3,1,0,0
99018,86000US99018,Washington,Spokane,Latah,57647,11567,61872,12846,26351,5721,0,0.292,-1,-1,-1,-1,-1,-1,46875,9826,98,22,18,27,5,24,2,0
99019,86000US99019,Washington,Spokane,Liberty Lake,85131,7538,115527,11431,46878,4502,0.112,0.029,-1,-1,86582,16457,102944,21953,64118,11226,4919,486,886,736,841,726,693,551
99020,86000US99020,Washington,Spokane,,-1,-1,-1,-1,-1,-1,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
99021,86000US99021,Washington,Spokane,Green Bluff; Mead,73091,7472,91537,8043,34179,3512,0.077,0.029,-1,-1,88854,17539,86290,10810,45972,15564,3709,416,841,654,590,607,316,285
99022,86000US99022,Washington,Spokane,Airway Heights; Fairchild AFB; Medical Lake,71733,13148,78923,6912,28584,2778,0.038,0.021,-1,-1,75093,15811,84135,33926,60698,18135,3124,470,582,565,633,610,145,119
99023,86000US99023,Washington,Spokane,,103571,53187,170493,51338,55704,20656,0.312,0.166,-1,-1,102143,33197,250001,-1,58750,16554,234,0,33,44,27,41,16,73
99025,86000US99025,Washington,Spokane,Otis Orchards-East Farms,75698,8299,86156,7701,32457,3144,0.032,0.027,-1,-1,87102,43425,80147,19237,49342,18822,2029,171,442,380,241,583,147,65
99026,86000US99026,Washington,Spokane; Stevens,Spokane,79044,11933,88696,8335,35090,3675,0.056,0.03,-1,-1,91964,17569,98388,8054,56563,6210,3313,520,447,627,555,745,232,187
99027,86000US99027,Washington,Spokane,Otis Orchards-East Farms; Spokane Valley,67945,7731,88670,14674,34471,6601,0.035,0.025,-1,-1,83338,3600,69651,9019,50263,15028,2457,315,572,512,431,408,134,85
99029,86000US99029,Washington,Lincoln; Spokane,Reardan,67760,38029,75744,16215,38314,6770,0.036,0.041,-1,-1,69323,45339,83281,64471,42200,13012,469,95,127,39,56,96,39,17
99030,86000US99030,Washington,Spokane,Rockford,52125,23385,73005,15280,33092,7109,0.032,0.048,-1,-1,-1,-1,47188,24643,62917,31097,439,107,104,66,64,48,36,14
99031,86000US99031,Washington,Spokane,Spangle,75375,11351,87731,14970,34582,5201,0.081,0.069,16316,432,76842,6337,100063,56547,51250,28484,553,85,109,75,87,123,29,45
99032,86000US99032,Washington,Adams; Lincoln,Sprague,46667,11313,67116,14874,26908,6039,0.016,0.026,-1,-1,61250,15836,56250,19302,28750,10746,314,67,96,53,26,44,23,5
99033,86000US99033,Washington,Spokane; Whitman,Tekoa,60469,12244,63463,7431,25537,3417,0.013,0.014,-1,-1,61250,22498,70536,25126,37404,31076,314,60,66,65,76,41,2,4
99034,86000US99034,Washington,Stevens,,-1,-1,-1,-1,13265,1498,0,0.769,-1,-1,-1,-1,-1,-1,-1,-1,16,0,16,0,0,0,0,0
99036,86000US99036,Washington,Spokane,,95625,43468,128759,26992,49124,9790,0.149,0.076,-1,-1,109219,32454,109375,61239,45391,42224,644,54,79,143,52,155,65,96
99037,86000US99037,Washington,Spokane,Spokane Valley,58000,6971,82946,7599,33801,3242,0.061,0.019,45685,14065,51250,12187,91025,14071,46477,9522,5978,897,1712,1092,646,931,335,365
99039,86000US99039,Washington,Spokane,Waverly,42500,13789,46816,9802,22896,5401,0,0.544,-1,-1,-1,-1,41250,17683,48750,25080,32,2,20,9,0,1,0,0
99040,86000US99040,Washington,Lincoln; Stevens,,28080,2577,40232,6888,16322,2906,0.007,0.012,-1,-1,28750,10038,29000,11599,25625,7601,293,124,91,42,10,16,8,2
99101,86000US99101,Washington,Stevens,Addy,43207,18487,62317,15624,25852,7096,0.047,0.052,-1,-1,32500,16918,80833,30659,32875,23939,549,205,93,97,39,73,16,26
99102,86000US99102,Washington,Whitman,Albion,68333,39277,68317,11379,31241,5204,0,0.141,90000,2273,34318,25570,80536,27300,49297,37406,230,44,65,17,69,12,23,0
99103,86000US99103,Washington,Grant; Lincoln,Almira,78333,32892,87953,15643,36008,5077,0.023,0.025,-1,-1,63906,32477,90909,24575,66750,23549,216,12,49,44,42,38,26,5
99105,86000US99105,Washington,Adams; Whitman,,49375,33783,56032,20863,26946,11771,0,0.706,-1,-1,-1,-1,27500,19347,55000,40837,19,5,5,3,5,0,1,0
99109,86000US99109,Washington,Stevens,Chewelah,44512,7822,58734,5714,24848,2469,0.019,0.013,33750,3386,56667,38327,37717,14868,48793,7597,2055,506,620,416,212,132,129,40
99110,86000US99110,Washington,Spokane; Stevens,Clayton,41935,17761,57028,11613,21598,4202,0.013,0.022,-1,-1,60231,39763,68631,9910,29250,4646,672,208,156,135,42,100,22,9
99111,86000US99111,Washington,Whitman,Colfax; Steptoe,52246,5258,69890,10309,29770,2449,0.017,0.016,51190,24307,69643,22559,69196,22249,29676,8551,1689,358,332,403,209,299,60,28
99113,86000US99113,Washington,Whitman,Colton,60526,7797,68372,8956,31859,4475,0.012,0.018,-1,-1,69063,29749,75000,31770,41667,19559,324,59,62,78,71,38,12,4
99114,86000US99114,Washington,Stevens,Colville,50067,3441,64085,3654,26181,1490,0.028,0.011,28897,6338,56399,5070,54732,8967,42660,4791,5127,1182,1378,974,679,591,181,142
99115,86000US99115,Washington,Douglas; Grant,Banks Lake South; Coulee City,51964,11356,56788,6730,24691,3239,0.017,0.015,-1,-1,52188,27312,60417,19186,46167,8130,467,108,120,136,46,42,7,8
99116,86000US99116,Washington,Douglas; Grant; Okanogan,Coulee Dam; Elmer City,56974,5846,67351,5778,31253,3350,0.006,0.008,-1,-1,75833,20619,62857,12551,49231,3138,718,129,187,167,72,109,50,4
99117,86000US99117,Washington,Lincoln,Creston,53125,5876,63015,9945,28726,4730,0.019,0.033,-1,-1,45625,6734,76538,24778,46000,10293,211,40,61,44,27,25,10,4
99118,86000US99118,Washington,Ferry,Curlew,38304,20214,57021,14473,26414,7050,0.013,0.018,-1,-1,53194,49114,-1,-1,33661,21903,319,115,61,50,34,45,10,4
99119,86000US99119,Washington,Pend Oreille,Cusick,48482,8343,70782,15790,32204,6080,0.049,0.039,-1,-1,38596,667,65625,25336,51055,2918,553,108,177,120,61,43,17,27
99121,86000US99121,Washington,Ferry,Danville,30341,25483,52318,24847,24537,16452,0.077,0.112,-1,-1,-1,-1,83750,7173,32045,17100,91,31,32,3,14,4,0,7
99122,86000US99122,Washington,Lincoln; Stevens,Davenport,58059,7476,69641,4941,27923,2138,0.006,0.005,-1,-1,63967,9562,69318,19941,48208,5797,1663,278,456,336,187,261,135,10
99123,86000US99123,Washington,Grant,Electric City; Grand Coulee,58750,19001,66097,9969,28479,4602,0.008,0.012,-1,-1,-1,-1,105192,67339,52563,12607,392,82,78,88,60,70,11,3
99124,86000US99124,Washington,Okanogan,Elmer City,45000,4392,61107,8881,27410,3650,0,0.222,-1,-1,96250,31966,44773,15420,33125,15110,138,29,45,17,16,26,5,0
99125,86000US99125,Washington,Adams; Whitman,Endicott,47656,14239,60321,9643,26044,5086,0.017,0.021,23864,2399,34583,15784,78750,18881,33125,5822,241,66,62,44,36,22,7,4
99126,86000US99126,Washington,Stevens,Marcus,61563,16983,71015,16704,20455,6951,0.091,0.089,-1,-1,-1,-1,49792,27736,34412,13679,375,31,133,107,47,23,0,34
99128,86000US99128,Idaho; Washington,Latah; Whitman,Farmington,57813,42470,78807,15633,34668,5393,0.083,0.062,-1,-1,208125,174978,93750,43128,36172,3330,144,25,38,16,20,33,0,12
99129,86000US99129,Washington,Stevens,,38906,5612,46809,7915,20789,3414,0.006,0.008,-1,-1,25938,23572,41382,4419,36250,9469,321,113,84,70,31,8,13,2
99130,86000US99130,Idaho; Washington,Latah; Whitman,Colfax; Garfield,58583,8526,61020,6638,25915,3607,0.014,0.016,-1,-1,73750,32364,67083,27969,40625,16351,369,98,61,68,91,38,8,5
99131,86000US99131,Washington,Stevens,,62188,18286,104590,69734,60295,36877,0.14,0.147,-1,-1,-1,-1,62500,27476,64375,28118,93,24,19,15,13,7,2,13
99133,86000US99133,Washington,Douglas; Grant; Lincoln,Electric City; Grand Coulee,51172,8171,60878,7725,29782,4365,0.01,0.011,51875,19857,51813,22776,47375,28235,43984,26358,813,244,140,186,78,125,32,8
99134,86000US99134,Washington,Lincoln,Harrington,35917,3541,54985,9389,24981,4456,0.012,0.025,32125,5648,-1,-1,55500,41594,28250,15749,248,80,70,27,14,50,4,3
99135,86000US99135,Washington,Grant,Hartline,73188,12140,73378,11751,28017,3822,0,0.261,-1,-1,74219,28476,64125,14728,58750,32744,113,8,21,42,19,21,2,0
99136,86000US99136,Washington,Whitman,,33750,17407,44155,25392,25706,14971,0,0.928,-1,-1,-1,-1,-1,-1,-1,-1,11,4,5,0,0,2,0,0
99137,86000US99137,Washington,Stevens,,45833,19705,50668,8845,25710,4931,0,0.191,-1,-1,54583,13303,-1,-1,40417,12699,164,42,46,45,15,16,0,0
99138,86000US99138,Washington,Ferry,Inchelium; Twin Lakes,38587,3310,51637,5859,20835,2528,0.007,0.01,-1,-1,47188,10436,41705,6617,30500,11249,436,148,120,67,33,48,17,3
99139,86000US99139,Washington,Pend Oreille,Ione,57500,14899,73691,13080,27532,4422,0.008,0.012,-1,-1,92411,21659,62083,16523,38889,4764,498,89,125,85,79,64,52,4
99140,86000US99140,Washington,Ferry,Keller,31389,7787,51410,12466,21625,4380,0.006,0.017,20625,11545,-1,-1,52813,24139,25938,7842,170,66,41,19,10,29,4,1
99141,86000US99141,Washington,Ferry; Stevens,Barney's Junction; Barstow; Boyds; Kettle Falls,54213,8285,69663,10649,28115,4026,0.05,0.039,35083,6862,64926,15841,70625,21268,39609,5852,2127,494,517,324,427,220,38,107
99143,86000US99143,Washington,Whitman,LaCrosse,48523,6237,59833,8513,28853,4164,0.025,0.02,-1,-1,48750,13796,67679,19666,33182,8453,323,87,81,74,30,25,18,8
99144,86000US99144,Washington,Lincoln,,34063,30914,40836,11351,22822,5709,0,0.928,-1,-1,-1,-1,-1,-1,-1,-1,11,0,7,4,0,0,0,0
99146,86000US99146,Washington,Ferry,Laurier,17019,6731,25805,19972,22579,10993,0,0.672,-1,-1,-1,-1,-1,-1,-1,-1,21,18,0,0,3,0,0,0
99147,86000US99147,Washington,Lincoln,,63828,2688,64695,7848,37419,6564,0,0.358,-1,-1,-1,-1,64135,3255,58750,22718,73,8,17,28,6,14,0,0
99148,86000US99148,Washington,Stevens,Loon Lake; Springdale,58672,5985,81260,14329,37303,6078,0.065,0.033,-1,-1,74500,51390,69583,13374,47734,15260,892,168,210,223,108,98,27,58
99149,86000US99149,Washington,Whitman,Malden,38875,4054,46501,8911,18784,5072,0,0.261,-1,-1,38750,13058,37500,12043,39750,16826,113,26,51,23,2,10,1,0
99150,86000US99150,Washington,Ferry,Malo,44000,15902,61182,16888,24375,6968,0,0.211,-1,-1,82500,43711,-1,-1,46146,14695,146,53,36,6,16,25,10,0
99151,86000US99151,Washington,Stevens,Marcus,30938,18215,37002,11980,19249,4784,0,0.44,-1,-1,-1,-1,18750,7668,40804,9874,49,16,25,7,0,0,1,0
99152,86000US99152,Washington,Pend Oreille,Metaline,63750,33458,83489,24529,38815,17643,0.043,0.07,-1,-1,-1,-1,55313,13001,93500,66388,47,9,7,10,7,1,11,2
99153,86000US99153,Washington,Pend Oreille,Metaline Falls,39464,10527,58953,15229,36338,6943,0.051,0.074,-1,-1,52917,33491,74063,44151,34000,15104,235,74,66,38,13,19,13,12
99154,86000US99154,Washington,Lincoln,,-1,-1,93209,48040,37723,12825,0,0.928,-1,-1,-1,-1,-1,-1,-1,-1,11,3,0,3,0,2,3,0
99155,86000US99155,Washington,Ferry; Okanogan,Nespelem; Nespelem Community,30673,5386,55569,9051,22037,3773,0.052,0.03,-1,-1,36875,13395,27667,9912,22404,9529,407,162,95,66,26,26,11,21
99156,86000US99156,Washington,Pend Oreille; Spokane,Newport,51389,4551,62467,3728,26916,1731,0.025,0.013,36838,23882,71935,10754,53510,15935,42971,8919,3662,760,996,696,672,310,135,93
99157,86000US99157,Washington,Stevens,Northport,34423,4363,42122,6068,19507,3442,0,0.098,-1,-1,44375,32797,33611,15659,29808,9349,338,109,110,64,48,3,4,0
99158,86000US99158,Washington,Whitman,Oakesdale,61346,5591,76351,9731,30225,3802,0.031,0.022,-1,-1,84063,25411,78125,22741,32500,10370,224,30,58,49,35,32,13,7
99159,86000US99159,Washington,Adams; Lincoln,Odessa,53942,18129,64254,8379,27128,3894,0.023,0.019,-1,-1,69091,7548,70875,15729,33839,8088,653,159,150,130,95,60,44,15
99160,86000US99160,Washington,Ferry,Orient,22500,3246,25657,6949,16006,4973,0,0.367,-1,-1,-1,-1,22188,1871,-1,-1,70,49,14,7,0,0,0,0
99161,86000US99161,Washington,Whitman,Palouse,73125,11170,80486,9181,38978,4532,0.02,0.018,-1,-1,59722,35755,86429,22185,48824,17342,656,94,164,76,113,121,75,13
99163,86000US99163,Washington,Whitman,Albion; Pullman,33837,4223,56611,3129,20951,1138,0.046,0.012,14704,2293,46476,3553,81716,12801,44148,13239,12168,4958,2655,1551,975,1064,410,555
99164,86000US99164,Washington,Whitman,Pullman,-1,-1,-1,-1,-1,-1,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
