name,geoid,state_name,county_name,city_name,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more
98244,86000US98244,Washington,Whatcom,Deming; Glacier; Kendall; Maple Falls; Peaceful Valley,64763,12235,81551,16929,34296,6550,0.032,0.032,49500,31899,57147,12788,71111,18959,63750,63429,1121,152,248,277,174,118,116,36
98245,86000US98245,Washington,San Juan,,54219,5640,86373,7353,42187,3479,0.079,0.018,46458,20685,56172,8548,58977,12204,51094,9071,1913,425,479,308,202,294,54,151
98247,86000US98247,Washington,Whatcom,Deming; Everson; Lynden; Nooksack,60273,7095,74875,6417,24945,2251,0.031,0.017,39205,37562,64940,11446,80208,10946,45417,9403,3209,397,838,665,543,621,46,99
98248,86000US98248,Washington,Whatcom,Birch Bay; Custer; Ferndale; Marietta-Alderwood,76684,7453,84879,4895,31040,1850,0.035,0.013,37067,23923,82596,13370,88490,6597,55093,11197,9150,1233,1717,1530,1724,1868,761,317
98249,86000US98249,Washington,Island,Freeland,73615,5539,101219,14718,48356,6895,0.103,0.045,28789,738,73601,10213,103285,26713,65240,15230,2122,227,410,465,316,365,120,219
98250,86000US98250,Washington,San Juan,Friday Harbor,70613,4380,102681,6853,47867,3268,0.101,0.012,83194,10265,66827,6510,77639,7946,66875,4570,3823,582,743,682,561,609,261,385
98251,86000US98251,Washington,Snohomish,Gold Bar; May Creek; Startup,73274,11505,83922,11482,38115,5600,0.045,0.037,-1,-1,88785,9460,74167,20499,52917,20918,1838,231,359,358,280,423,104,83
98252,86000US98252,Washington,Snohomish,Canyon Creek; Granite Falls; Lake Bosworth; Lochsloy; Snohomish; Verlot,82121,5575,91400,8853,35825,3413,0.091,0.041,84167,9950,85583,7946,86799,11606,45833,12772,3745,640,515,512,675,732,329,342
98253,86000US98253,Washington,Island,,78661,21808,77920,10652,38879,4710,0.04,0.047,-1,-1,-1,-1,85074,25227,49076,13896,897,193,147,102,182,185,52,36
98255,86000US98255,Washington,Skagit,Hamilton,32361,12890,41885,9440,19408,5767,0,0.358,-1,-1,33750,28813,31667,6874,65500,63296,73,18,31,14,8,2,0,0
98256,86000US98256,Washington,Snohomish,Index,62813,46113,65292,13433,30178,6738,0.006,0.018,-1,-1,20278,6502,85417,30752,65625,59877,159,54,20,18,28,33,5,1
98257,86000US98257,Washington,Skagit,La Conner,64295,4146,85596,5748,39969,2713,0.065,0.017,42083,37773,78125,5156,71458,15228,55347,6599,1934,353,397,365,266,291,136,126
98258,86000US98258,Washington,Snohomish,Cavalero; Lake Cassidy; Lake Stevens; Lochsloy; Machias; Sisco Heights,96325,3279,108470,4317,38161,1625,0.08,0.014,56507,31989,100659,5306,105118,8105,61531,15505,11498,997,1302,1600,2167,3066,1450,916
98260,86000US98260,Washington,Island,Langley,72697,8975,91146,8070,43453,3860,0.073,0.029,-1,-1,103250,28280,90000,12887,56125,5819,2709,376,561,435,411,507,221,198
98261,86000US98261,Washington,San Juan,,60284,6485,82958,5322,41202,2501,0.055,0.017,-1,-1,55871,6669,66071,8812,59643,8794,1409,256,308,303,190,182,92,78
98262,86000US98262,Washington,Whatcom,,63819,19635,90805,16443,47905,7824,0.097,0.079,-1,-1,-1,-1,89063,40936,52969,21544,473,118,75,65,25,101,43,46
98263,86000US98263,Washington,Skagit,Lyman,94167,14878,86909,14247,33867,12279,0,0.528,-1,-1,92813,18835,99500,12919,74375,30970,34,1,1,8,14,10,0,0
98264,86000US98264,Washington,Whatcom,Lynden,68174,6394,84526,5078,30863,1818,0.047,0.016,55343,6326,76774,11863,85074,8310,45099,4046,7507,985,1710,1327,1055,1367,712,351
98266,86000US98266,Washington,Whatcom,Kendall; Maple Falls; Peaceful Valley,30083,19685,43221,9293,16025,3123,0,0.023,-1,-1,-1,-1,30375,10680,47530,24829,1520,551,455,301,108,60,45,0
98267,86000US98267,Washington,Skagit,Marblemount,-1,-1,39576,26498,17391,8596,0,0.218,-1,-1,-1,-1,9273,1717,-1,-1,141,99,0,9,15,9,9,0
98270,86000US98270,Washington,Snohomish,Lake Cassidy; Marysville,83014,2906,91801,3088,32462,1117,0.058,0.012,37857,23116,89092,5206,100149,6236,48087,3955,17791,2030,3069,2864,2935,4365,1501,1027
98271,86000US98271,Washington,Snohomish,Lake Goodwin; Marysville; North Marysville; Sisco Heights,79494,2809,93276,3940,35906,1644,0.058,0.015,57788,17450,91695,5416,93119,5983,59494,4747,10990,1190,1756,2040,1873,2348,1143,640
98272,86000US98272,Washington,Snohomish,Chain Lake; Everett; High Bridge; Monroe; Monroe North; Sultan; Woods Creek,91458,4762,109846,5104,35197,1590,0.111,0.02,81250,14312,103852,8857,99404,4412,60440,5921,9160,861,1036,1647,1549,2037,1015,1015
98273,86000US98273,Washington,Skagit,Bay View; Burlington; Clear Lake; Conway; Mount Vernon,62094,3637,73991,3277,27280,1396,0.037,0.011,50188,20523,69327,7036,73828,7476,45344,4097,11182,2087,2474,2062,2087,1658,404,410
98274,86000US98274,Washington,Skagit,Big Lake; Lake Cavanaugh; Lake McMurray; Mount Vernon,79872,6378,95742,6547,36786,2734,0.065,0.022,37563,28085,87243,13777,100833,13513,57778,4966,6796,770,1289,1180,1033,1542,541,441
98275,86000US98275,Washington,Snohomish,Everett; Mukilteo; Picnic Point,108536,8757,135920,7623,52707,3080,0.203,0.027,56731,33529,102054,21516,140720,12536,72880,12104,8176,509,836,1354,1046,1644,1129,1658
98276,86000US98276,Washington,Whatcom,Nooksack,63462,20066,75958,21766,21623,5682,0.041,0.043,-1,-1,64423,23820,95000,87937,31250,15595,194,42,32,38,23,37,14,8
98277,86000US98277,Washington,Island,Oak Harbor; Whidbey Island Station,60658,3094,74365,2917,30577,1260,0.033,0.009,41315,6500,62083,7302,78750,9028,52930,4343,15825,2290,3820,3872,2251,2208,865,519
98278,86000US98278,Washington,Island,Whidbey Island Station,-1,-1,-1,-1,25173,2308,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98279,86000US98279,Washington,San Juan,,58125,12688,85958,11531,47349,5423,0.094,0.043,-1,-1,-1,-1,49792,2927,60833,13273,339,50,99,69,16,51,22,32
98280,86000US98280,Washington,San Juan,,53667,22177,108083,56414,63271,33021,0.074,0.063,-1,-1,-1,-1,66875,17096,48056,24947,258,29,89,53,12,38,18,19
98281,86000US98281,Washington,Whatcom,Point Roberts,43510,8600,79904,19087,46137,9625,0.087,0.046,-1,-1,-1,-1,42143,17649,38750,14428,643,174,198,44,67,104,0,56
98282,86000US98282,Washington,Island; Snohomish,Camano,80965,5460,105721,7641,44811,3545,0.099,0.018,61023,38863,87861,7030,96996,7008,64507,4638,7232,779,1146,1412,1204,1434,540,717
98283,86000US98283,Washington,Skagit; Whatcom,Marblemount; Rockport,75149,49142,59626,20110,28923,9180,0,0.194,-1,-1,-1,-1,75744,47538,-1,-1,161,40,11,27,75,8,0,0
98284,86000US98284,Washington,Skagit; Whatcom,Alger; Clear Lake; Hamilton; Lyman; Sedro-Woolley,66548,5138,79793,5357,29148,1756,0.031,0.011,72835,35427,70567,4500,75286,10215,47138,4344,9628,1293,2123,2154,1621,1556,585,296
98286,86000US98286,Washington,San Juan,,68750,19314,153271,87649,78580,49524,0.183,0.138,-1,-1,-1,-1,69375,26358,73750,54195,82,19,7,18,9,8,6,15
98288,86000US98288,Washington,King,Skykomish,46500,16089,80434,27018,40810,12086,0.036,0.056,-1,-1,-1,-1,117656,83071,38000,15033,110,29,29,11,4,33,0,4
98290,86000US98290,Washington,Snohomish,Bunk Foss; Chain Lake; Everett; Fobes Hill; Lake Bosworth; Lake Roesiger; Machias; Monroe; Monroe North; Snohomish; Three Lakes; Woods Creek,99171,6094,118448,5138,43621,1898,0.149,0.019,41319,19035,105226,9019,127303,6149,56208,6411,13073,1533,1703,1750,1585,2790,1766,1946
98292,86000US98292,Washington,Skagit; Snohomish,Kayak Point; Lake Goodwin; Lake Ketchum; Marysville; Northwest Stanwood; Silvana; Stanwood; Sunday Lake; Warm Beach,84844,4893,102925,5937,39535,2294,0.093,0.021,90690,38016,98333,12094,101575,8172,47513,6245,8380,1023,1211,1422,1386,1692,864,782
98294,86000US98294,Washington,Snohomish,Everett; Gold Bar; North Sultan; Startup; Sultan,75663,7793,87311,9669,34056,4291,0.053,0.031,105167,54464,94181,15442,71979,14579,41500,12554,2699,336,443,553,434,686,105,142
98295,86000US98295,Washington,Whatcom,Peaceful Valley; Sumas,55750,10147,60923,7496,23651,3047,0.014,0.018,43750,31075,70354,6692,55648,19636,29560,14251,954,224,221,226,155,100,15,13
98296,86000US98296,Washington,Snohomish,Cathcart; Clearview; Eastmont; High Bridge; Maltby; Mill Creek East; Silver Firs,137500,6117,148414,6032,49794,2234,0.218,0.029,-1,-1,133388,11149,158222,13873,76098,8776,10096,495,647,824,1179,2581,2167,2203
98297,86000US98297,Washington,San Juan,,-1,-1,37884,21928,18673,10797,0,0.616,-1,-1,-1,-1,-1,-1,-1,-1,25,10,8,3,0,4,0,0
98303,86000US98303,Washington,Pierce,Anderson Island,80078,32101,96937,26731,52025,13657,0.126,0.086,-1,-1,70588,56454,84018,50637,80430,44718,628,122,140,51,62,158,16,79
98304,86000US98304,Washington,Lewis; Pierce; Yakima,Ashford,47384,23274,52648,13036,23807,4665,0,0.073,-1,-1,56250,43332,63144,24045,-1,-1,459,138,105,123,56,8,29,0
98305,86000US98305,Washington,Clallam,,36875,33514,54834,18539,24283,9184,0,0.201,-1,-1,-1,-1,-1,-1,81333,58681,155,67,27,11,20,30,0,0
98310,86000US98310,Washington,Kitsap,Bremerton; Enetai; Tracyton,56292,2698,72527,3546,32289,1603,0.035,0.01,46635,10253,63110,3322,63859,7108,44814,4909,8981,1845,2028,2022,1103,1155,513,315
98311,86000US98311,Washington,Kitsap,Silverdale; Tracyton,73708,4284,84503,3679,32330,1353,0.039,0.011,51741,14284,75631,6327,91270,8568,55681,9274,10498,1043,2211,2102,1976,1960,794,412
98312,86000US98312,Washington,Kitsap,Bremerton; Chico; Erlands Point-Kitsap Lake; Gorst; Navy Yard City; Port Orchard; Rocky Point; Silverdale,64400,4067,77685,3380,32590,1381,0.043,0.01,53068,5865,73972,6219,69674,6585,53059,4142,12810,2291,2446,2593,1978,2171,781,550
98314,86000US98314,Washington,Kitsap,Bremerton; Navy Yard City; Port Orchard,-1,-1,114663,66424,24027,929,0.25,0.342,-1,-1,-1,-1,-1,-1,-1,-1,16,4,4,0,0,0,4,4
98315,86000US98315,Washington,Kitsap,Bangor Base,57134,7837,59975,4992,21455,1133,0,0.03,34074,11880,59423,9090,-1,-1,-1,-1,1152,162,217,400,282,83,8,0
98320,86000US98320,Washington,Jefferson,Brinnon,50694,6140,62509,7602,30972,3893,0.027,0.016,-1,-1,37321,13156,54432,21318,51121,7796,629,132,170,133,93,59,25,17
98321,86000US98321,Washington,King; Pierce,Bonney Lake; Buckley; Enumclaw; Prairie Heights; Prairie Ridge; South Prairie; Wilkeson,96183,10545,105320,5790,38273,2078,0.083,0.027,71023,20638,111736,7346,102432,8036,59145,5042,5591,479,843,877,650,1510,768,464
98323,86000US98323,Washington,King; Pierce,Carbonado; Wilkeson,80179,14387,84175,8522,30023,3708,0.008,0.013,-1,-1,102750,24981,82321,24902,45750,23118,264,23,48,58,44,66,23,2
98325,86000US98325,Washington,Jefferson,Port Hadlock-Irondale,48542,13634,52844,10009,24755,4409,0,0.051,-1,-1,55972,13274,48882,26945,42273,22315,668,141,214,207,0,97,9,0
98326,86000US98326,Washington,Clallam,Clallam Bay,39688,21424,51096,11735,24266,5673,0.02,0.03,-1,-1,38203,18918,54643,38087,-1,-1,348,116,83,85,25,32,0,7
98327,86000US98327,Washington,Pierce; Thurston,DuPont; North Fort Lewis,90298,4620,102213,10433,41992,4249,0.06,0.024,86703,26613,85819,13723,105735,14013,77679,10207,3831,178,650,492,1050,814,416,231
98328,86000US98328,Washington,Pierce; Thurston,Alder; Clear Lake; Eatonville; La Grande,77196,6760,98634,10731,36212,4106,0.076,0.032,63533,21266,77234,9513,102991,9051,52281,9239,3827,364,637,844,548,811,333,290
98329,86000US98329,Washington,Kitsap; Mason; Pierce,Burley; Key Center; Stansberry Lake; Vaughn; Wauna,84565,6645,102274,7883,35235,2537,0.086,0.035,39118,7815,88646,29045,107885,15238,57621,7526,3861,324,636,552,694,890,433,332
98330,86000US98330,Washington,Lewis; Pierce,Elbe,-1,-1,-1,-1,-1,-1,0,0.376,-1,-1,-1,-1,-1,-1,-1,-1,67,14,53,0,0,0,0,0
98331,86000US98331,Washington,Clallam; Jefferson,Forks; Queets,41619,6310,57829,6379,22441,2281,0.031,0.019,-1,-1,41949,10471,49643,16394,29333,7069,2411,605,728,393,358,199,54,74
98332,86000US98332,Washington,Pierce,Canterwood; Gig Harbor; Maplewood; Purdy; Rosedale,102635,5084,140395,11986,53449,4633,0.2,0.029,-1,-1,111250,21539,127782,10523,71250,7438,6970,437,959,1108,861,1432,779,1394
98333,86000US98333,Washington,Pierce,Fox Island,105750,34643,139425,17845,53468,6563,0.22,0.067,-1,-1,136250,46519,140962,45746,85580,31196,1480,94,144,239,206,295,177,325
98335,86000US98335,Washington,Pierce,Artondale; Gig Harbor; Raft Island; Rosedale; Wollochet,98584,4670,126447,6168,50787,2482,0.157,0.021,44286,28490,93733,11292,126250,8752,75179,17732,10100,1047,1568,1157,1376,2330,1040,1582
98336,86000US98336,Washington,Lewis,,55625,13399,53740,9327,25301,4107,0,0.097,-1,-1,76964,45160,55104,5190,-1,-1,344,95,50,93,93,13,0,0
98337,86000US98337,Washington,Kitsap,Bremerton; Port Orchard,51250,7007,62383,6152,31673,3231,0.019,0.014,69286,42372,65721,13171,41099,8027,41111,9700,3511,797,917,666,515,443,106,67
98338,86000US98338,Washington,Pierce,Clear Lake; Elk Plain; Graham; Kapowsin; South Creek; South Hill,81504,4964,95829,5314,33951,1842,0.06,0.014,62250,29531,88038,6489,100721,4274,49711,4552,9889,1081,1701,1739,1562,2310,907,589
98339,86000US98339,Washington,Jefferson,Port Hadlock-Irondale,60034,6793,64490,8363,30627,3792,0.019,0.028,-1,-1,58750,18318,85625,15398,36519,7092,1452,368,282,332,192,177,74,27
98340,86000US98340,Washington,Kitsap,Hansville,70238,21093,84033,14837,42173,7184,0.052,0.053,-1,-1,108721,11638,110556,44275,59056,7781,1434,234,249,291,205,305,75,75
98342,86000US98342,Washington,Kitsap,Indianola,69792,7654,93545,9066,42197,3990,0.068,0.025,-1,-1,86750,20231,83125,8851,59167,7254,584,90,111,108,76,113,46,40
98345,86000US98345,Washington,Kitsap,Keyport,48319,39256,77007,21544,43353,11888,0.033,0.057,-1,-1,34071,814,-1,-1,89063,58938,239,0,139,10,16,66,0,8
98346,86000US98346,Washington,Kitsap,Hansville; Indianola; Kingston; Port Gamble Tribal Community,84148,9003,101097,11781,39940,4558,0.096,0.038,-1,-1,89292,10357,85636,8144,76109,9916,3898,472,678,536,725,806,308,373
98349,86000US98349,Washington,Pierce,Herron Island; Home; Key Center; Longbranch,62385,7387,76403,11257,28634,4961,0.025,0.021,-1,-1,74167,9458,59673,26185,50815,18382,1700,208,424,508,261,188,68,43
98350,86000US98350,Washington,Clallam,,35938,17107,58280,16354,18784,6130,0.042,0.055,-1,-1,35313,11948,-1,-1,-1,-1,119,40,35,15,14,8,2,5
98351,86000US98351,Washington,Pierce; Thurston,Longbranch,46556,14502,74599,29517,31246,14989,0.027,0.045,-1,-1,46224,32669,-1,-1,31471,25544,557,153,157,96,74,14,48,15
98353,86000US98353,Washington,Kitsap,,-1,-1,-1,-1,-1,-1,0,0.725,-1,-1,-1,-1,-1,-1,-1,-1,18,0,18,0,0,0,0,0
98354,86000US98354,Washington,King; Pierce,Edgewood; Fife; Milton,73867,5922,86041,8328,36400,2847,0.063,0.035,54737,17218,80354,8859,92784,15823,35000,7808,2982,324,629,596,470,610,166,187
98355,86000US98355,Washington,Lewis; Pierce,Mineral,20532,4496,40398,19378,18307,6719,0,0.095,-1,-1,18412,1945,-1,-1,-1,-1,352,221,41,39,0,21,30,0
98356,86000US98356,Washington,Lewis,Morton,43173,7022,50886,6832,20507,3296,0.004,0.007,-1,-1,42054,41583,50667,7542,33906,13508,754,207,226,111,137,70,0,3
98357,86000US98357,Washington,Clallam,Neah Bay,44464,11236,56484,6124,18043,2103,0.021,0.015,110375,57860,48750,17016,43750,16203,34583,13705,477,131,121,106,52,44,13,10
98358,86000US98358,Washington,Jefferson,Marrowstone,51429,21276,70183,18903,35616,7359,0.064,0.06,-1,-1,-1,-1,-1,-1,44886,21916,424,151,57,65,35,51,38,27
98359,86000US98359,Washington,Kitsap,Burley,77904,8256,90336,8329,34314,3780,0.099,0.04,-1,-1,81806,13716,91417,13975,56339,12445,1901,308,322,276,340,270,196,189
98360,86000US98360,Washington,Pierce,Clear Lake; Crocker; Graham; Kapowsin; McMillin; Orting; Prairie Ridge; South Hill,86341,3331,96034,5486,33714,2224,0.061,0.023,-1,-1,96291,9793,89182,8865,64512,6358,4688,370,469,1181,810,1226,347,285
98361,86000US98361,Washington,Lewis; Skamania,Packwood,39429,10647,53818,16362,30348,8512,0.032,0.051,-1,-1,57009,16830,37197,9781,34219,15721,440,62,218,111,9,26,0,14
98362,86000US98362,Washington,Clallam,Port Angeles; Port Angeles East,50333,3696,68346,4067,30280,1861,0.031,0.009,34559,26657,58469,10501,61037,8927,44130,2887,10498,2573,2652,1729,1434,1280,508,322
98363,86000US98363,Washington,Clallam,Port Angeles,57118,4525,68620,3569,28393,1460,0.026,0.009,-1,-1,65000,12596,65972,7077,43877,7937,5786,1177,1361,1168,950,678,303,149
98364,86000US98364,Washington,Kitsap,,-1,-1,-1,-1,49128,40922,0,0.464,-1,-1,-1,-1,-1,-1,-1,-1,44,0,0,0,22,22,0,0
98365,86000US98365,Washington,Jefferson,Port Ludlow,62500,14043,85226,11774,43624,6385,0.046,0.023,-1,-1,38836,19050,80156,38796,59861,9015,2490,469,478,502,274,441,212,114
98366,86000US98366,Washington,Kitsap,Bainbridge Island; Bremerton; East Port Orchard; Manchester; Parkwood; Port Orchard; Southworth,68653,5051,81766,5157,32330,1739,0.044,0.011,53239,15143,67610,5295,95588,9744,48750,4029,13391,2279,2556,2513,2015,2708,733,587
98367,86000US98367,Washington,Kitsap,Bethel; Bremerton; Burley; Gorst; Port Orchard; Southworth,83571,4708,97235,4964,36448,1681,0.067,0.017,72861,19320,83591,9985,102593,10642,64114,5718,11062,986,1846,2083,1852,2549,1002,744
98368,86000US98368,Washington,Jefferson,Port Hadlock-Irondale; Port Townsend,54436,4303,75733,6401,36881,2890,0.061,0.021,-1,-1,54237,9706,54775,10397,55132,7253,7619,1263,2052,1578,1082,849,331,464
98370,86000US98370,Washington,Kitsap,Indianola; Keyport; Lofall; Poulsbo; Silverdale; Suquamish,84409,3770,103498,4182,41368,1538,0.104,0.015,76932,70479,89648,5657,106728,5060,62625,4102,12393,1446,1728,2132,1898,2726,1171,1292
98371,86000US98371,Washington,Pierce,Edgewood; Milton; Puyallup; Summit; Waller,76729,5008,93933,5303,37635,2028,0.065,0.013,55804,29105,88598,8370,89014,7499,54954,7584,8510,1090,1668,1414,1200,1700,889,549
98372,86000US98372,Washington,Pierce,Alderton; Edgewood; North Puyallup; Puyallup; Sumner,75005,2696,94162,4535,38021,1811,0.07,0.016,66652,14132,83329,9246,92215,9815,59880,6512,10363,923,2043,2215,1603,1853,1003,723
98373,86000US98373,Washington,Pierce,Clover Creek; Puyallup; South Hill; Summit; Summit View,73133,4209,91726,5409,33925,2120,0.055,0.015,53636,7066,76114,6596,92233,11709,49619,7862,9423,1064,1642,2172,1274,1947,810,514
98374,86000US98374,Washington,Pierce,Alderton; Graham; McMillin; Puyallup; South Hill,83644,4057,101264,4708,36280,1733,0.089,0.015,59018,20461,92940,10226,102713,7497,50048,5157,14515,1694,2185,2551,2274,3154,1363,1294
98375,86000US98375,Washington,Pierce,Frederickson; South Hill; Summit View,85417,4935,92848,3775,29631,1454,0.049,0.014,45132,15558,91379,6397,90293,8215,67683,12229,9949,734,1220,2221,1927,2581,782,484
98376,86000US98376,Washington,Clallam; Jefferson,Quilcene,64048,11279,77566,11208,35053,5082,0.052,0.03,-1,-1,78274,31718,73958,30376,55662,19329,886,202,142,199,114,135,48,46
98377,86000US98377,Washington,Lewis,,42520,6930,50743,9406,26448,4315,0,0.038,-1,-1,45375,28023,57841,30775,29286,15341,911,249,297,143,132,64,26,0
98380,86000US98380,Washington,Kitsap,Seabeck,86333,17409,96351,14331,40984,6770,0.084,0.051,-1,-1,106635,21020,102826,33505,62632,25561,1720,180,327,206,308,462,92,145
98381,86000US98381,Washington,Clallam,Sekiu,80870,25101,78538,13569,35323,6125,0,0.219,-1,-1,82083,31271,86094,37827,43824,7555,140,7,40,15,46,22,10,0
98382,86000US98382,Washington,Clallam; Jefferson,Bell Hill; Blyn; Carlsborg; Jamestown; River Road; Sequim,53350,3346,72135,5813,34588,2370,0.031,0.011,36750,19612,55905,14577,67500,9688,49390,3523,13561,2884,3381,2409,1983,1812,668,424
98383,86000US98383,Washington,Kitsap,Chico; Silverdale,82982,4642,101866,4502,41209,1917,0.076,0.017,63202,23509,80894,4560,107622,5829,65395,7982,8720,744,1392,1778,1188,2118,833,667
98385,86000US98385,Washington,Pierce,South Prairie,85781,38307,81513,22537,36240,8838,0.023,0.043,-1,-1,-1,-1,99306,17360,-1,-1,175,37,12,32,27,55,8,4
98387,86000US98387,Washington,Pierce,Elk Plain; Frederickson; Graham; Parkland; South Creek; Spanaway,75308,1621,85999,2977,29391,1259,0.045,0.012,41458,11074,76884,2153,83108,3609,45590,6231,16318,1837,3371,2879,3042,3425,1025,739
98388,86000US98388,Washington,Pierce,Ketron Island; Lakewood; Steilacoom; University Place,82330,9276,103006,8675,39515,3834,0.085,0.027,51202,13141,67019,16051,105101,23340,92500,17794,2495,146,406,542,342,646,200,213
98390,86000US98390,Washington,Pierce,Alderton; Auburn; North Puyallup; Pacific; Sumner,66151,10048,83517,6991,34827,2966,0.057,0.025,38043,13497,78176,6143,85410,8295,45192,6121,4456,671,929,833,815,693,261,254
98391,86000US98391,Washington,King; Pierce,Alderton; Auburn; Bonney Lake; Lake Tapps; Orting; Prairie Heights; Prairie Ridge; Sumner,103505,2739,124941,6608,43177,2156,0.116,0.014,76103,28032,106037,3760,116171,4207,71824,4672,17728,975,2064,2735,2624,5116,2163,2051
98392,86000US98392,Washington,Kitsap,Suquamish,68850,5524,80162,5187,34827,2353,0.048,0.014,52750,8679,78750,9300,68036,8338,60859,6646,1379,173,296,314,259,217,54,66
98394,86000US98394,Washington,Pierce,Key Center; Vaughn,71146,51511,121744,41179,48072,14519,0.129,0.108,-1,-1,-1,-1,-1,-1,64957,37437,560,63,108,131,8,87,91,72
98396,86000US98396,Washington,Pierce,Carbonado; Wilkeson,80938,33331,94711,18252,35854,6117,0.099,0.079,-1,-1,98542,29587,96375,24118,37407,22053,282,17,61,54,45,63,14,28
98402,86000US98402,Washington,Pierce,Tacoma,54579,4893,69417,5865,41963,5005,0.039,0.014,61650,34293,60200,6677,54879,21809,19934,6165,3604,1065,589,653,413,555,188,141
98403,86000US98403,Washington,Pierce,Tacoma,63507,9467,84691,8466,44290,4549,0.07,0.029,23138,8044,68342,8821,73798,20993,48830,7481,4178,734,952,758,470,594,377,293
98404,86000US98404,Washington,Pierce,Midland; Tacoma; Waller,54406,3572,67607,3448,23130,1236,0.027,0.01,43913,12120,59007,6653,62235,6475,41147,5708,11692,2436,2808,2362,1701,1678,394,313
98405,86000US98405,Washington,Pierce,Tacoma,54043,6359,68287,3810,29516,1626,0.032,0.013,42879,7079,75697,6044,55417,11170,34284,4774,9800,2298,2297,1655,1488,1339,405,318
98406,86000US98406,Washington,Pierce,Tacoma,82111,4007,100800,6249,43220,2829,0.075,0.015,42274,12399,101182,8809,102020,8900,48460,5768,9753,1185,1804,1504,1407,1968,1151,734
98407,86000US98407,Washington,Pierce,Ruston; Tacoma,80196,4095,109813,5874,48393,2797,0.108,0.015,63684,3538,96127,11459,93109,7187,60549,3692,9298,1264,1329,1747,1257,1761,940,1000
98408,86000US98408,Washington,Pierce,Tacoma,59207,4929,71328,5159,27443,1941,0.035,0.016,49844,40177,63807,5443,65411,7699,40278,7842,7725,1630,1544,1745,1007,1259,266,274
98409,86000US98409,Washington,Pierce,Tacoma,53328,3887,66513,6238,27623,2508,0.015,0.01,51328,10770,60682,4255,51568,6498,33542,17437,10267,1926,2842,2456,1353,1231,310,149
98416,86000US98416,Washington,Pierce,Tacoma,-1,-1,-1,-1,24793,8250,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98418,86000US98418,Washington,Pierce,Tacoma,61250,6004,70948,7762,30328,3549,0.019,0.011,-1,-1,77396,15743,59083,20550,43872,8219,3828,758,847,799,585,598,169,72
98421,86000US98421,Washington,Pierce,Fife; Tacoma,-1,-1,-1,-1,22471,8183,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98422,86000US98422,Washington,Pierce,Browns Point; Dash Point; Fife Heights; Milton; Tacoma,98360,4602,116819,4270,43284,1638,0.122,0.014,60294,9719,93831,7531,118174,3417,77014,5612,7771,627,960,1126,1223,1835,1049,951
98424,86000US98424,Washington,Pierce,Fife; Fife Heights; Milton; Tacoma,69848,4506,84962,4065,32208,1385,0.05,0.014,44955,10311,76250,10750,84375,7763,46741,9442,4186,578,815,811,627,815,330,210
98430,86000US98430,Washington,Pierce,North Fort Lewis,-1,-1,-1,-1,-1,-1,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98433,86000US98433,Washington,Pierce,DuPont; Fort Lewis; Lakewood; North Fort Lewis,44943,3240,55007,3690,18620,854,0.008,0.007,32371,3754,46909,3882,126250,25634,-1,-1,4249,496,1968,853,539,258,101,34
98438,86000US98438,Washington,Pierce,McChord AFB,-1,-1,-1,-1,24905,2544,0,1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,4,0,0
98439,86000US98439,Washington,Pierce,Fort Lewis; Lakewood; McChord AFB,39219,9487,49396,4636,18729,1910,0.006,0.01,30952,4199,39844,12046,50450,24410,45809,16486,2058,552,670,430,195,164,34,13
98443,86000US98443,Washington,Pierce,Waller,95868,10827,108825,9114,43244,3451,0.094,0.031,2499,-1,110197,26297,118266,15389,62250,11208,2143,230,243,389,272,518,289,202
98444,86000US98444,Washington,Pierce,Lakewood; Midland; Parkland; Spanaway; Tacoma,48998,2223,57287,2121,22938,1034,0.007,0.004,37266,5702,51628,2983,51110,5454,43996,6065,12950,2805,3838,2963,1692,1256,300,96
98445,86000US98445,Washington,Pierce,Clover Creek; Frederickson; Midland; Parkland; Spanaway; Summit; Tacoma,65851,4267,80135,4621,29112,1516,0.029,0.014,43750,24980,63184,4933,78920,7122,61123,4991,11237,1603,2221,2352,1869,1953,911,328
98446,86000US98446,Washington,Pierce,Clover Creek; Frederickson; Summit,81096,7773,89882,6923,32311,2465,0.045,0.022,-1,-1,85909,12112,88145,8571,59505,6809,3959,503,541,714,812,873,336,180
